id	year	author	title	filename	link
1914__Nicolo Machiavelli__La mandragola - La Clizia - Belfagor.txt	1914				https://www.gutenberg.org/ebooks/
1869__Anton Giulio Barrili__Il Libro Nero.txt	1869	Anton Giulio Barrili	Il Libro Nero		https://www.gutenberg.org/ebooks/38082
1883__Enrico Panzacchi__Donne e poeti.txt	1883	Enrico Panzacchi	Donne e poeti		https://www.gutenberg.org/ebooks/45595
1885__Tommasina Guidi__Riconciliazione.txt	1885	Tommasina Guidi	Riconciliazione		https://www.gutenberg.org/ebooks/22505
1925__Federico De Roberto__Spasimo.txt	1925	Federico De Roberto	Spasimo		https://www.gutenberg.org/ebooks/27369
1869__Vittorio Bersezio__La plebe, parte I.txt	1869	Vittorio Bersezio	La plebe, parte I		https://www.gutenberg.org/ebooks/46723
1872__Edmondo De Amicis__Ricordi del 1870-71.txt	1872	Edmondo De Amicis	Ricordi del 1870-71		https://www.gutenberg.org/ebooks/42541
1720__Bernardo Dovizi da Bibbiena__La Calandria.txt	1720	Bernardo Dovizi da Bibbiena	La Calandria		https://www.gutenberg.org/ebooks/34642
1892__Luigi Capuana__Come l'onda....txt	1892	Luigi Capuana	Come l ' onda...		https://www.gutenberg.org/ebooks/
1909__Roberto Bracco__Uno degli onesti.txt	1909	Roberto Bracco	Uno degli onesti		https://www.gutenberg.org/ebooks/42928
1814__Giuseppe Bertini__Dizionario storico-critico degli scrittori di musica e de' più celebri artisti, vol. 2 (of 4).txt	1814	Giuseppe Bertini	Dizionario storico-critico degli scrittori di musica e de '  più celebri artisti, vol. 2 (of 4)		https://www.gutenberg.org/ebooks/40818
1870__Pietro Fanfani__Novelle e ghiribizzi.txt	1870	Pietro Fanfani	Novelle e ghiribizzi		https://www.gutenberg.org/ebooks/46867
1894__Various__Conferenze tenute a Firenze nel 1896.txt	1894	Various	Conferenze tenute a Firenze nel 1896		https://www.gutenberg.org/ebooks/
1898__Giovanni Pascoli__Sotto il velame.txt	1898	Giovanni Pascoli	Sotto il velame		https://www.gutenberg.org/ebooks/45594
1834__Cesare Cantù__Margherita Pusterla.txt	1834	Cesare Cantù	Margherita Pusterla		https://www.gutenberg.org/ebooks/19039
1896__Gabriele D'Annunzio__Le vergini delle rocce.txt	1896	Gabriele D ' Annunzio	Le vergini delle rocce		https://www.gutenberg.org/ebooks/42513
1909__Roberto Bracco__La piccola fonte.txt	1909	Roberto Bracco	La piccola fonte		https://www.gutenberg.org/ebooks/43356
1882__Gerolamo Rovetta__Ninnoli.txt	1882	Gerolamo Rovetta	Ninnoli		https://www.gutenberg.org/ebooks/28231
1875__Anna Vertua Gentile__Romanzo d'una signorina per bene.txt	1875	Anna Vertua Gentile	Romanzo d ' una signorina per bene		https://www.gutenberg.org/ebooks/22507
1902__Romolo Murri__Il cristianesimo e la religione di domani.txt	1902	Romolo Murri	Il cristianesimo e la religione di domani		https://www.gutenberg.org/ebooks/25265
1813__J.C.L. Simondo Sismondi__Storia delle repubbliche italiane dei secoli di mezzo, v. 11.txt	1813	J.C.L. Simondo Sismondi	Storia delle repubbliche italiane dei secoli di mezzo, v. 11		https://www.gutenberg.org/ebooks/44168
1822__Walter Scott__I Puritani di Scozia, vol. 2.txt	1822	Walter Scott	I Puritani di Scozia, vol. 2		https://www.gutenberg.org/ebooks/43459
1893__Neera__Nel sogno.txt	1893	Neera	Nel sogno		https://www.gutenberg.org/ebooks/17908
1912__Luigi Arnaldo Vassallo__Ciarle e macchiette.txt	1912	Luigi Arnaldo Vassallo	Ciarle e macchiette		https://www.gutenberg.org/ebooks/37054
1877__Colombi, marchesa__Tempesta e bonaccia.txt	1877	Colombi, marchesa	Tempesta e bonaccia		https://www.gutenberg.org/ebooks/17907
1837__Silvio Pellico__Poesie inedite vol. I.txt	1837	Silvio Pellico	Poesie inedite vol. I		https://www.gutenberg.org/ebooks/19429
1929__Giuseppe Mazzini__Scritti di Giuseppe Mazzini, Politica ed Economia, Vol. I.txt	1929	Giuseppe Mazzini	Scritti di Giuseppe Mazzini, Politica ed Economia, Vol. I		https://www.gutenberg.org/ebooks/
1919__Ada Negri__Orazioni.txt	1919	Ada Negri	Orazioni		https://www.gutenberg.org/ebooks/36062
1869__Naftalì Herz Weisel (Wessely) and Elia Morpurgo (Sarcher)__Traduzione di Elia Morpurgo de' Discorsi Ebraici.txt	1869	Naftalì Herz Weisel (Wessely) and Elia Morpurgo (Sarcher)	Traduzione di Elia Morpurgo de '  Discorsi Ebraici		https://www.gutenberg.org/ebooks/40326
1829__Salvatore Di Giacomo__L'ignoto.txt	1829	Salvatore Di Giacomo	L ' ignoto		https://www.gutenberg.org/ebooks/30771
1869__Salvatore Farina__Due amori.txt	1869	Salvatore Farina	Due amori		https://www.gutenberg.org/ebooks/
1917__Annie Vivanti__Vae victis!.txt	1917	Annie Vivanti	Vae victis!		https://www.gutenberg.org/ebooks/38259
1880__Antonio Ghislanzoni__Libro serio.txt	1880	Antonio Ghislanzoni	Libro serio		https://www.gutenberg.org/ebooks/17883
1885__Matilde Serao__Vita e avventure di Riccardo Joanna.txt	1885	Matilde Serao	Vita e avventure di Riccardo Joanna		https://www.gutenberg.org/ebooks/
1886__Anton Giulio Barrili__La montanara.txt	1886	Anton Giulio Barrili	La montanara		https://www.gutenberg.org/ebooks/29036
1868__Cristina Trivulzio di Belgioioso__Osservazioni sullo stato attuale dell'Italia e sul suo avvenire.txt	1868	Cristina Trivulzio di Belgioioso	Osservazioni sullo stato attuale dell ' Italia e sul suo avvenire		https://www.gutenberg.org/ebooks/46126
1888__Matilde Serao__Fior di passione.txt	1888	Matilde Serao	Fior di passione		https://www.gutenberg.org/ebooks/27156
1840__Cesare Balbo__Novelle.txt	1840	Cesare Balbo	Novelle		https://www.gutenberg.org/ebooks/39658
1901__Cesare Pascarella__Sonetti.txt	1901	Cesare Pascarella	Sonetti		https://www.gutenberg.org/ebooks/34734
1911__Ada Negri__Dal profondo.txt	1911	Ada Negri	Dal profondo		https://www.gutenberg.org/ebooks/36060
1855__Memini__Mia.txt	1855	Memini	Mia		https://www.gutenberg.org/ebooks/16980
1901__Matilde Serao__Suor Giovanna della Croce.txt	1901	Matilde Serao	Suor Giovanna della Croce		https://www.gutenberg.org/ebooks/46999
1896__Enrico Castelnuovo__Il fallo d'una donna onesta.txt	1896	Enrico Castelnuovo	Il fallo d ' una donna onesta		https://www.gutenberg.org/ebooks/19442
1890__Giulio Caprin__Gli animali alla guerra.txt	1890	Giulio Caprin	Gli animali alla guerra		https://www.gutenberg.org/ebooks/44763
1885__Anton Giulio Barrili__Terra vergine.txt	1885	Anton Giulio Barrili	Terra vergine		https://www.gutenberg.org/ebooks/35660
1911__Edmondo De Amicis__Speranze e glorie; Le tre capitali.txt	1911	Edmondo De Amicis	Speranze e glorie; Le tre capitali		https://www.gutenberg.org/ebooks/19883
1872__Luigi Capuana__Il nemico è in noi.txt	1872	Luigi Capuana	Il nemico è in noi		https://www.gutenberg.org/ebooks/42643
1894__Luigi Capuana__Nuove "Paesane".txt	1894	Luigi Capuana	Nuove "Paesane"		https://www.gutenberg.org/ebooks/
1824__Carlo Botta__Storia d'Italia dal 1789 al 1814, tomo I.txt	1824	Carlo Botta	Storia d ' Italia dal 1789 al 1814, tomo I		https://www.gutenberg.org/ebooks/45901
1874__Antonio Ghislanzoni__Racconti e novelle.txt	1874	Antonio Ghislanzoni	Racconti e novelle		https://www.gutenberg.org/ebooks/46900
1897__E. Melchior de Vogüé__Il Regno d'Etruria.txt	1897	E. Melchior de Vogüé	Il Regno d ' Etruria		https://www.gutenberg.org/ebooks/43174
1876__Valentino Carrera__Un avvocato dell'avvenire.txt	1876	Valentino Carrera	Un avvocato dell ' avvenire		https://www.gutenberg.org/ebooks/46351
1875__Vittorio Bersezio__La testa della vipera.txt	1875	Vittorio Bersezio	La testa della vipera		https://www.gutenberg.org/ebooks/26452
1887__Salvatore Di Giacomo__'O voto.txt	1887	Salvatore Di Giacomo	' O voto		https://www.gutenberg.org/ebooks/35801
1907__Nicolò Papadopoli Aldobrandini__Le monete di Venezia descritte ed illustrate da Nicolò Papadopoli Aldobrandini, v. 1.txt	1907	Nicolò Papadopoli Aldobrandini	Le monete di Venezia descritte ed illustrate da Nicolò Papadopoli Aldobrandini, v. 1		https://www.gutenberg.org/ebooks/30164
1886__Antonio Caccianiga__La famiglia Bonifazio.txt	1886	Antonio Caccianiga	La famiglia Bonifazio		https://www.gutenberg.org/ebooks/36379
1884__Ambrogio Bazzero__Storia di un'anima.txt	1884	Ambrogio Bazzero	Storia di un ' anima		https://www.gutenberg.org/ebooks/19048
1876__Edmondo De Amicis__Marocco.txt	1876	Edmondo De Amicis	Marocco		https://www.gutenberg.org/ebooks/30725
1601__Giambattista Della Porta__La carbonaria.txt	1601	Giambattista Della Porta	La carbonaria		https://www.gutenberg.org/ebooks/28372
1815__William Shakespeare__La Tempesta.txt	1815	William Shakespeare	La Tempesta		https://www.gutenberg.org/ebooks/26169
1879__Matilde Serao__Dal vero.txt	1879	Matilde Serao	Dal vero		https://www.gutenberg.org/ebooks/19887
1817__J.-C.-L. Simonde (Jean-Charles-Léonard Simonde) de Sismondi__Storia delle repubbliche italiane dei secoli di mezzo, Tomo II.txt	1817	J.-C.-L. Simonde (Jean-Charles-Léonard Simonde) de Sismondi	Storia delle repubbliche italiane dei secoli di mezzo, Tomo II		https://www.gutenberg.org/ebooks/
1877__Ferdinando Fontana__Poesie e novelle in versi.txt	1877	Ferdinando Fontana	Poesie e novelle in versi		https://www.gutenberg.org/ebooks/9642
1874__Anton Giulio Barrili__Castel Gavone.txt	1874	Anton Giulio Barrili	Castel Gavone		https://www.gutenberg.org/ebooks/25181
1890__Various__Gli albori della vita Italiana.txt	1890	Various	Gli albori della vita Italiana		https://www.gutenberg.org/ebooks/45638
1889__Primo Uccellini__Memorie di un vecchio carbonaro ravegnano.txt	1889	Primo Uccellini	Memorie di un vecchio carbonaro ravegnano		https://www.gutenberg.org/ebooks/40299
1907__Roberto Bracco__I fantasmi.txt	1907	Roberto Bracco	I fantasmi		https://www.gutenberg.org/ebooks/
1907__Luigi Capuana__Rassegnazione.txt	1907	Luigi Capuana	Rassegnazione		https://www.gutenberg.org/ebooks/27359
1829__Giambattista Bazzoni__Falco della rupe.txt	1829	Giambattista Bazzoni	Falco della rupe		https://www.gutenberg.org/ebooks/27091
1882__Ida Baccini__Lezioni e Racconti per i bambini.txt	1882	Ida Baccini	Lezioni e Racconti per i bambini		https://www.gutenberg.org/ebooks/17805
1897__Angiolo Silvio Novaro__La rovina.txt	1897	Angiolo Silvio Novaro	La rovina		https://www.gutenberg.org/ebooks/20182
1913__Francesco Crispi__Questioni internazionali.txt	1913	Francesco Crispi	Questioni internazionali		https://www.gutenberg.org/ebooks/39469
1874__Salvatore Farina__Fante di picche.txt	1874	Salvatore Farina	Fante di picche		https://www.gutenberg.org/ebooks/19884
1873__R. A. Porati__Una notte fatale.txt	1873	R. A. Porati	Una notte fatale		https://www.gutenberg.org/ebooks/18046
1819__Cesare Lucchesini__Della illustrazione delle lingue antiche e moderne e principalmente dell'italiana.txt	1819	Cesare Lucchesini	Della illustrazione delle lingue antiche e moderne e principalmente dell ' italiana		https://www.gutenberg.org/ebooks/44893
1901__Luigi Capuana__Il Benefattore.txt	1901	Luigi Capuana	Il Benefattore		https://www.gutenberg.org/ebooks/7459
1894__Alberto Boccardi__Il peccato di Loreta.txt	1894	Alberto Boccardi	Il peccato di Loreta		https://www.gutenberg.org/ebooks/
1880__Cletto Arrighi__Nana a Milano.txt	1880	Cletto Arrighi	Nana a Milano		https://www.gutenberg.org/ebooks/9302
1880__Enrico Castelnuovo__Nella lotta.txt	1880	Enrico Castelnuovo	Nella lotta		https://www.gutenberg.org/ebooks/
1885__Napoleone Colajanni__Gli avvenimenti di Sicila e le loro cause.txt	1885	Napoleone Colajanni	Gli avvenimenti di Sicila e le loro cause		https://www.gutenberg.org/ebooks/
1927__Argia Sbolenfi__Rime di Argia Sbolenfi.txt	1927	Argia Sbolenfi	Rime di Argia Sbolenfi		https://www.gutenberg.org/ebooks/17847
1864__Ferdinando Petruccelli della Gattina__Il re dei re.txt	1864	Ferdinando Petruccelli della Gattina	Il re dei re		https://www.gutenberg.org/ebooks/30878
1895__Alfredo Panzini__Gli ingenui.txt	1895	Alfredo Panzini	Gli ingenui		https://www.gutenberg.org/ebooks/
1840__Silvio Pellico__Poesie scelte.txt	1840	Silvio Pellico	Poesie scelte		https://www.gutenberg.org/ebooks/17671
1906__Ferdinando  Gregorovius__Passeggiate per l'Italia, vol. 4.txt	1906	Ferdinando  Gregorovius	Passeggiate per l ' Italia, vol. 4		https://www.gutenberg.org/ebooks/41088
1839__Giovanni Marsili__Notizie del pubblico giardino de' semplici di Padova compilate intorno l'anno 1771.txt	1839	Giovanni Marsili	Notizie del pubblico giardino de '  semplici di Padova compilate intorno l ' anno 1771		https://www.gutenberg.org/ebooks/15139
1749__Lodovico Antonio Muratori__Annali d'Italia, vol. 3.txt	1749	Lodovico Antonio Muratori	Annali d ' Italia, vol. 3		https://www.gutenberg.org/ebooks/46355
1876__Francesco De Sanctis__Un viaggio elettorale.txt	1876	Francesco De Sanctis	Un viaggio elettorale		https://www.gutenberg.org/ebooks/48333
1864__Ferdinando Petruccelli della Gattina__Il re dei re, vol. 4 (di 4).txt	1864	Ferdinando Petruccelli della Gattina	Il re dei re, vol. 4 (di 4)		https://www.gutenberg.org/ebooks/44383
1898__Federico De Roberto__Gli amori.txt	1898	Federico De Roberto	Gli amori		https://www.gutenberg.org/ebooks/39289
1880__Valentino Carrera__Gli ultimi giorni di Goldoni.txt	1880	Valentino Carrera	Gli ultimi giorni di Goldoni		https://www.gutenberg.org/ebooks/46352
1827__Francesco Domenico Guerrazzi__La battaglia di Benevento.txt	1827	Francesco Domenico Guerrazzi	La battaglia di Benevento		https://www.gutenberg.org/ebooks/19024
1864__Ferdinando Petruccelli della Gattina__Il re dei re, vol. 2 (di 4).txt	1864	Ferdinando Petruccelli della Gattina	Il re dei re, vol. 2 (di 4)		https://www.gutenberg.org/ebooks/30996
1895__Jolanda__Dal mio verziere.txt	1895	Jolanda	Dal mio verziere		https://www.gutenberg.org/ebooks/38698
1884__Matilde Serao__Cristina.txt	1884	Matilde Serao	Cristina		https://www.gutenberg.org/ebooks/42237
1913__Luciano Zùccoli__La freccia nel fianco.txt	1913	Luciano Zùccoli	La freccia nel fianco		https://www.gutenberg.org/ebooks/27979
1873__Anton Giulio Barrili__Napoleone.txt	1873	Anton Giulio Barrili	Napoleone		https://www.gutenberg.org/ebooks/43182
1907__Roberto Bracco__Tragedie dell'anima.txt	1907	Roberto Bracco	Tragedie dell ' anima		https://www.gutenberg.org/ebooks/38204
1895__Various__Bollettino del Club Alpino Italiano 1895-96.txt	1895	Various	Bollettino del Club Alpino Italiano 1895-96		https://www.gutenberg.org/ebooks/27608
1895__Guido Pompilj__La Repubblica partenopea.txt	1895	Guido Pompilj	La Repubblica partenopea		https://www.gutenberg.org/ebooks/43183
1920__Annie Vivanti__Naja tripudians.txt	1920	Annie Vivanti	Naja tripudians		https://www.gutenberg.org/ebooks/46874
1898__Giuseppe Giacosa__Impressioni d'America.txt	1898	Giuseppe Giacosa	Impressioni d ' America		https://www.gutenberg.org/ebooks/46835
1805__Dante Alighieri__La Divina Commedia di Dante: Paradiso.txt	1805	Dante Alighieri	La Divina Commedia di Dante: Paradiso		https://www.gutenberg.org/ebooks/1011
1877__Neera__L'indomani.txt	1877	Neera	L ' indomani		https://www.gutenberg.org/ebooks/22020
1817__J.C.L. Simondo Sismondi__Storia delle repubbliche italiane dei secoli di mezzo, v. 13.txt	1817	J.C.L. Simondo Sismondi	Storia delle repubbliche italiane dei secoli di mezzo, v. 13		https://www.gutenberg.org/ebooks/44170
1721__Pietro Metastasio__L'Endimione.txt	1721	Pietro Metastasio	L ' Endimione		https://www.gutenberg.org/ebooks/
1891__Emma Perodi__Il Principe della Marsiliana.txt	1891	Emma Perodi	Il Principe della Marsiliana		https://www.gutenberg.org/ebooks/17035
1904__Anton Giulio Barrili__Il ponte del paradiso.txt	1904	Anton Giulio Barrili	Il ponte del paradiso		https://www.gutenberg.org/ebooks/38360
1881__Pippo Vigoni__Abissinia.txt	1881	Pippo Vigoni	Abissinia		https://www.gutenberg.org/ebooks/27919
1726__Giambattista Della Porta__Le commedie - lo astrologo.txt	1726	Giambattista Della Porta	Le commedie - lo astrologo		https://www.gutenberg.org/ebooks/22498
1865__Guglielmo Berchet__La Repubblica di Venezia e la Persia.txt	1865	Guglielmo Berchet	La Repubblica di Venezia e la Persia		https://www.gutenberg.org/ebooks/34352
1922__Filippo Tommaso Marinetti__Il tamburo di fuoco.txt	1922	Filippo Tommaso Marinetti	Il tamburo di fuoco		https://www.gutenberg.org/ebooks/34735
1918__Ercole Luigi Morselli__Storie da ridere.... e da piangere.txt	1918	Ercole Luigi Morselli	Storie da ridere.... e da piangere		https://www.gutenberg.org/ebooks/40917
1905__Filippo Tommaso Marinetti__Democrazia futurista.txt	1905	Filippo Tommaso Marinetti	Democrazia futurista		https://www.gutenberg.org/ebooks/41157
1907__Sabatino Lopez__La distanza.txt	1907	Sabatino Lopez	La distanza		https://www.gutenberg.org/ebooks/42448
1601__Giambattista Della Porta__La Cintia.txt	1601	Giambattista Della Porta	La Cintia		https://www.gutenberg.org/ebooks/25198
1858__Michelangelo Buonarroti__Le lettere di Michelangelo Buonarroti.txt	1858	Michelangelo Buonarroti	Le lettere di Michelangelo Buonarroti		https://www.gutenberg.org/ebooks/46599
1896__Roberto Bracco__Le disilluse.txt	1896	Roberto Bracco	Le disilluse		https://www.gutenberg.org/ebooks/37932
1895__Salvatore Di Giacomo__A «San Francisco».txt	1895	Salvatore Di Giacomo	A «San Francisco»		https://www.gutenberg.org/ebooks/35800
1886__Gabriele D'Annunzio__Isaotta Guttadàuro ed altre poesie.txt	1886	Gabriele D ' Annunzio	Isaotta Guttadàuro ed altre poesie		https://www.gutenberg.org/ebooks/27825
1898__Luigi Capuana__Gli 'ismi' contemporanei.txt	1898	Luigi Capuana	Gli  ' ismi '  contemporanei		https://www.gutenberg.org/ebooks/28325
1877__Giuseppe Giacosa__Storia vecchia.txt	1877	Giuseppe Giacosa	Storia vecchia		https://www.gutenberg.org/ebooks/32263
1848__Jacopo Alighieri__Chiose alla cantica dell'Inferno di Dante Alighieri.txt	1848	Jacopo Alighieri	Chiose alla cantica dell ' Inferno di Dante Alighieri		https://www.gutenberg.org/ebooks/30766
1817__J.-C.-L. Simonde (Jean-Charles-Léonard Simonde) de Sismondi__Storia delle repubbliche italiane dei secoli di mezzo, Tomo I.txt	1817	J.-C.-L. Simonde (Jean-Charles-Léonard Simonde) de Sismondi	Storia delle repubbliche italiane dei secoli di mezzo, Tomo I		https://www.gutenberg.org/ebooks/
1906__Ferdinando Gregorovius__Passeggiate per l'Italia, Volume 2.txt	1906	Ferdinando Gregorovius	Passeggiate per l ' Italia, Volume 2		https://www.gutenberg.org/ebooks/37099
1883__Antonio Ghislanzoni__Libro proibito.txt	1883	Antonio Ghislanzoni	Libro proibito		https://www.gutenberg.org/ebooks/17906
1897__Ernesto Masi__Vincenzo Monti (1754-1828).txt	1897	Ernesto Masi	Vincenzo Monti (1754-1828)		https://www.gutenberg.org/ebooks/43180
1862__Ferdinando Petruccelli della Gattina__I moribondi del Palazzo Carignano.txt	1862	Ferdinando Petruccelli della Gattina	I moribondi del Palazzo Carignano		https://www.gutenberg.org/ebooks/19426
1869__Ferdinando Petruccelli della Gattina__Memorie di Giuda, vol. I.txt	1869	Ferdinando Petruccelli della Gattina	Memorie di Giuda, vol. I		https://www.gutenberg.org/ebooks/46494
1817__J.C.L. Simondo Sismondi__Storia delle repubbliche italiane dei secoli di mezzo, v. 8.txt	1817	J.C.L. Simondo Sismondi	Storia delle repubbliche italiane dei secoli di mezzo, v. 8		https://www.gutenberg.org/ebooks/43948
1885__Ferdinando Gregorovius__Passeggiate per l'Italia, vol. 1.txt	1885	Ferdinando Gregorovius	Passeggiate per l ' Italia, vol. 1		https://www.gutenberg.org/ebooks/29955
1868__Vittorio Bersezio__La plebe, parte II.txt	1868	Vittorio Bersezio	La plebe, parte II		https://www.gutenberg.org/ebooks/46724
1897__Roberto Bracco__La fine dell'amore.txt	1897	Roberto Bracco	La fine dell ' amore		https://www.gutenberg.org/ebooks/38218
1909__Roberto Bracco__Il diritto di vivere.txt	1909	Roberto Bracco	Il diritto di vivere		https://www.gutenberg.org/ebooks/42927
1853__Francesco Domenico Guerrazzi__Il secolo che muore, vol. IV.txt	1853	Francesco Domenico Guerrazzi	Il secolo che muore, vol. IV		https://www.gutenberg.org/ebooks/42778
1878__Gerolamo Rovetta__La Signorina.txt	1878	Gerolamo Rovetta	La Signorina		https://www.gutenberg.org/ebooks/
1819__Teofilo Folengo__Le maccheronee.txt	1819	Teofilo Folengo	Le maccheronee		https://www.gutenberg.org/ebooks/33982
1895__Adolfo Albertazzi__Vecchie storie d'amore.txt	1895	Adolfo Albertazzi	Vecchie storie d ' amore		https://www.gutenberg.org/ebooks/38628
1889__Federico De Roberto__Documenti Umani.txt	1889	Federico De Roberto	Documenti Umani		https://www.gutenberg.org/ebooks/25182
1894__Gianpietro Lucini__Il libro delle figurazioni ideali.txt	1894	Gianpietro Lucini	Il libro delle figurazioni ideali		https://www.gutenberg.org/ebooks/17687
1898__Giovanni Pascoli__Minerva oscura.txt	1898	Giovanni Pascoli	Minerva oscura		https://www.gutenberg.org/ebooks/
1885__Francesco Domenico Guerrazzi__Il secolo che muore, vol. III.txt	1885	Francesco Domenico Guerrazzi	Il secolo che muore, vol. III		https://www.gutenberg.org/ebooks/42777
1868__Vittorio Bersezio__La plebe, parte IV.txt	1868	Vittorio Bersezio	La plebe, parte IV		https://www.gutenberg.org/ebooks/46726
1917__Luciano Zùccoli__La volpe di Sparta.txt	1917	Luciano Zùccoli	La volpe di Sparta		https://www.gutenberg.org/ebooks/26171
1913__Gabriele D'Annunzio__Cabiria.txt	1913	Gabriele D ' Annunzio	Cabiria		https://www.gutenberg.org/ebooks/27590
1913__Romolo Murri__Il partito radicale e il radicalismo italiano.txt	1913	Romolo Murri	Il partito radicale e il radicalismo italiano		https://www.gutenberg.org/ebooks/26166
1791__Luciano Zuccoli__Il Designato.txt	1791	Luciano Zuccoli	Il Designato		https://www.gutenberg.org/ebooks/
1903__Gerolamo Rovetta__Casta diva.txt	1903	Gerolamo Rovetta	Casta diva		https://www.gutenberg.org/ebooks/42387
1817__J.C.L. Simondo Sismondi__Storia delle repubbliche italiane dei secoli di mezzo, v. 9.txt	1817	J.C.L. Simondo Sismondi	Storia delle repubbliche italiane dei secoli di mezzo, v. 9		https://www.gutenberg.org/ebooks/43949
1887__Girolamo Rovetta__Baby.txt	1887	Girolamo Rovetta	Baby		https://www.gutenberg.org/ebooks/29037
1909__Roberto Bracco__Il perfetto amore.txt	1909	Roberto Bracco	Il perfetto amore		https://www.gutenberg.org/ebooks/46214
1881__Antonio Ghislanzoni__Libro bizzarro.txt	1881	Antonio Ghislanzoni	Libro bizzarro		https://www.gutenberg.org/ebooks/18088
1837__Silvio Pellico__Poesie inedite vol. II.txt	1837	Silvio Pellico	Poesie inedite vol. II		https://www.gutenberg.org/ebooks/19558
1896__Anton Giulio Barrili__Galatea.txt	1896	Anton Giulio Barrili	Galatea		https://www.gutenberg.org/ebooks/19427
1912__Alfredo Panzini__Che cosa è l'amore?.txt	1912	Alfredo Panzini	Che cosa è l ' amore?		https://www.gutenberg.org/ebooks/38140
1888__Giuseppe Giacosa__La zampa del gatto.txt	1888	Giuseppe Giacosa	La zampa del gatto		https://www.gutenberg.org/ebooks/33866
1875__Giuseppe Cesare Abba__Le rive della Bormida nel 1794.txt	1875	Giuseppe Cesare Abba	Le rive della Bormida nel 1794		https://www.gutenberg.org/ebooks/21425
1814__Giuseppe Bertini__Dizionario storico-critico degli scrittori di musica e de' più celebri artisti, vol. 4 (of 4).txt	1814	Giuseppe Bertini	Dizionario storico-critico degli scrittori di musica e de '  più celebri artisti, vol. 4 (of 4)		https://www.gutenberg.org/ebooks/40820
1879__Jean Baptiste Bouvier__Venere ed Imene al tribunale della penitenza: manuale dei confessori.txt	1879	Jean Baptiste Bouvier	Venere ed Imene al tribunale della penitenza: manuale dei confessori		https://www.gutenberg.org/ebooks/16920
1843__Michele Amari__La guerra del Vespro Siciliano vol. 1.txt	1843	Michele Amari	La guerra del Vespro Siciliano vol. 1		https://www.gutenberg.org/ebooks/29409
1824__Carlo Botta__Storia d'Italia dal 1789 al 1814, tomo II.txt	1824	Carlo Botta	Storia d ' Italia dal 1789 al 1814, tomo II		https://www.gutenberg.org/ebooks/45902
1909__Roberto Bracco__Una donna.txt	1909	Roberto Bracco	Una donna		https://www.gutenberg.org/ebooks/37935
1890__Gerolamo Rovetta__I Barbarò vol. II.txt	1890	Gerolamo Rovetta	I Barbarò vol. II		https://www.gutenberg.org/ebooks/46749
1853__Cesare Cantu'__Il Sacro Macello di Valtellina.txt	1853	Cesare Cantu '	Il Sacro Macello di Valtellina		https://www.gutenberg.org/ebooks/6887
1919__Marco Praga__La crisi.txt	1919	Marco Praga	La crisi		https://www.gutenberg.org/ebooks/22499
1886__Guelfo Guelfi__Dal molino di Cerbaia a Cala Martina.txt	1886	Guelfo Guelfi	Dal molino di Cerbaia a Cala Martina		https://www.gutenberg.org/ebooks/31000
1893__Francesco Saverio Nitti__La trasformazione sociale.txt	1893	Francesco Saverio Nitti	La trasformazione sociale		https://www.gutenberg.org/ebooks/43184
1907__Roberto Bracco__Fiori d'arancio.txt	1907	Roberto Bracco	Fiori d ' arancio		https://www.gutenberg.org/ebooks/38216
1879__Alessandro Manzoni__I promessi sposi.txt	1879	Alessandro Manzoni	I promessi sposi		https://www.gutenberg.org/ebooks/45334
1871__Virginia Mulazzi__La pergamena distrutta.txt	1871	Virginia Mulazzi	La pergamena distrutta		https://www.gutenberg.org/ebooks/17850
1873__Valentino Carrera__Capitale e mano d'opera.txt	1873	Valentino Carrera	Capitale e mano d ' opera		https://www.gutenberg.org/ebooks/46295
1910__Giannotto Bastianelli__Pietro Mascagni.txt	1910	Giannotto Bastianelli	Pietro Mascagni		https://www.gutenberg.org/ebooks/46773
1871__Ettore Socci__Da Firenze a Digione.txt	1871	Ettore Socci	Da Firenze a Digione		https://www.gutenberg.org/ebooks/7121
1900__Alfredo Panzini__Piccole storie del mondo grande.txt	1900	Alfredo Panzini	Piccole storie del mondo grande		https://www.gutenberg.org/ebooks/41342
1873__Vittorio Imbriani__Fame usurpate.txt	1873	Vittorio Imbriani	Fame usurpate		https://www.gutenberg.org/ebooks/38578
1897__Angelo Mosso__Mesmer e il magnetismo.txt	1897	Angelo Mosso	Mesmer e il magnetismo		https://www.gutenberg.org/ebooks/43179
1785__Ferdinando Martini__Donne, salotti e costumi.txt	1785	Ferdinando Martini	Donne, salotti e costumi		https://www.gutenberg.org/ebooks/43173
1870__Giuseppe Tigri__Selvaggia de' Vergiolesi.txt	1870	Giuseppe Tigri	Selvaggia de '  Vergiolesi		https://www.gutenberg.org/ebooks/35321
1820__Carlo Botta__Storia della Guerra della Independenza degli Stati Uniti di America, vol. 2.txt	1820	Carlo Botta	Storia della Guerra della Independenza degli Stati Uniti di America, vol. 2		https://www.gutenberg.org/ebooks/42847
1817__J. C. L. Simondo Sismondi__Storia delle repubbliche italiane dei secoli di mezzo, Tomo IV (of 16).txt	1817	J. C. L. Simondo Sismondi	Storia delle repubbliche italiane dei secoli di mezzo, Tomo IV (of 16)		https://www.gutenberg.org/ebooks/43803
1886__Girolamo Rovetta__Tiranni minimi.txt	1886	Girolamo Rovetta	Tiranni minimi		https://www.gutenberg.org/ebooks/27719
