id	year	author	title	tags	link
1727__18__Captain Samuel Brunt__A Voyage to Cacklogallinia_distribution_gutenberg.txt	1727	Captain Samuel Brunt	A Voyage to Cacklogallinia		https://www.gutenberg.org/ebooks/
1895__0__Clara M. Beede__Some Broken Twigs_distribution_gutenberg.txt	1895	Clara M. Beede	Some Broken Twigs		https://www.gutenberg.org/ebooks/15211
1913__3__Nannie R. Glass__The Mountain Spring And Other Poems_distribution_gutenberg.txt	1913	Nannie R. Glass	The Mountain Spring And Other Poems		https://www.gutenberg.org/ebooks/15101
1917__57__Anton Chekhov__The Lady With The Dog and Other Stories_distribution_gutenberg.txt	1917	Anton Chekhov	The Lady With The Dog and Other Stories		https://www.gutenberg.org/ebooks/13415
1916__28__Maria Thompson Daviess__The Daredevil_distribution_gutenberg.txt	1916	Maria Thompson Daviess	The Daredevil		https://www.gutenberg.org/ebooks/
1876__5__Various__Punch, or the London Charivari, Vol. 156, June 25, 1919_distribution_gutenberg.txt	1876	Various	Punch, or the London Charivari, Vol. 156, June 25, 1919		https://www.gutenberg.org/ebooks/11712
1890__25__Elia W. Peattie__The Shape of Fear_distribution_gutenberg.txt	1890	Elia W. Peattie	The Shape of Fear		https://www.gutenberg.org/ebooks/1876
1920__40__Albert Parker Fitch__Preaching and Paganism_distribution_gutenberg.txt	1920	Albert Parker Fitch	Preaching and Paganism		https://www.gutenberg.org/ebooks/16076
1866__8__Margaret J. Preston__Beechenbrook_distribution_gutenberg.txt	1866	Margaret J. Preston	Beechenbrook		https://www.gutenberg.org/ebooks/16480
1901__25__Juliana Horatia Ewing__Miscellanea_distribution_gutenberg.txt	1901	Juliana Horatia Ewing	Miscellanea		https://www.gutenberg.org/ebooks/16347
1920__6__William Henry Hudson__Dead Man's Plack and an Old Thorn_distribution_gutenberg.txt	1920	William Henry Hudson	Dead Man ' s Plack and an Old Thorn		https://www.gutenberg.org/ebooks/19691
1851__42__Donald G. Mitchell__Dream Life_distribution_gutenberg.txt	1851	Donald G. Mitchell	Dream Life		https://www.gutenberg.org/ebooks/17862
1870__7__Various__Punchinello, Vol. 1, No. 25, September 17, 1870_distribution_gutenberg.txt	1870	Various	Punchinello, Vol. 1, No. 25, September 17, 1870		https://www.gutenberg.org/ebooks/10033
1909__12__Francis Rolt-Wheeler__The Boy With the U. S. Foresters_distribution_gutenberg.txt	1909	Francis Rolt-Wheeler	The Boy With the U. S. Foresters		https://www.gutenberg.org/ebooks/18874
1914__120__Frank Norris__Vandover and the Brute_distribution_gutenberg.txt	1914	Frank Norris	Vandover and the Brute		https://www.gutenberg.org/ebooks/
1903__75__Margaret Warner Morley__The Insect Folk_distribution_gutenberg.txt	1903	Margaret Warner Morley	The Insect Folk		https://www.gutenberg.org/ebooks/18790
1890__8__H. A. Guerber__Stories of the Wagner Opera_distribution_gutenberg.txt	1890	H. A. Guerber	Stories of the Wagner Opera		https://www.gutenberg.org/ebooks/16840
1922__6__Bertrand Russell__The Problem of China_distribution_gutenberg.txt	1922	Bertrand Russell	The Problem of China		https://www.gutenberg.org/ebooks/13940
1891__27__Walter Elliott__Life of Father Hecker_distribution_gutenberg.txt	1891	Walter Elliott	Life of Father Hecker		https://www.gutenberg.org/ebooks/18283
1886__2__John Linwood Pitts__Witchcraft and Devil Lore in the Channel Islands_distribution_gutenberg.txt	1886	John Linwood Pitts	Witchcraft and Devil Lore in the Channel Islands		https://www.gutenberg.org/ebooks/17203
1886__30__Henry Warren__Recreations in Astronomy_distribution_gutenberg.txt	1886	Henry Warren	Recreations in Astronomy		https://www.gutenberg.org/ebooks/15620
1884__113__Garrett P. Serviss__Other Worlds_distribution_gutenberg.txt	1884	Garrett P. Serviss	Other Worlds		https://www.gutenberg.org/ebooks/
1843__13__Thomas Arnold__The Christian Life_distribution_gutenberg.txt	1843	Thomas Arnold	The Christian Life		https://www.gutenberg.org/ebooks/13151
1870__0__G. B. N. Tower__Instructions on Modern American Bridge Building_distribution_gutenberg.txt	1870	G. B. N. Tower	Instructions on Modern American Bridge Building		https://www.gutenberg.org/ebooks/14873
1919__2__Holland Thompson__The New South_distribution_gutenberg.txt	1919	Holland Thompson	The New South		https://www.gutenberg.org/ebooks/13107
1906__11__John Morrison__New Ideas in India During the Nineteenth Century_distribution_gutenberg.txt	1906	John Morrison	New Ideas in India During the Nineteenth Century		https://www.gutenberg.org/ebooks/14294
1908__18__O. Henry__The Gentle Grafter_distribution_gutenberg.txt	1908	O. Henry	The Gentle Grafter		https://www.gutenberg.org/ebooks/
1892__54__Bob Evans__The Forest Monster of Oz_distribution_gutenberg.txt	1892	Bob Evans	The Forest Monster of Oz		https://www.gutenberg.org/ebooks/
1869__1__Friedrich Wieck__Piano and Song_distribution_gutenberg.txt	1869	Friedrich Wieck	Piano and Song		https://www.gutenberg.org/ebooks/16658
1901__14__Various__Scott, Greenwood Catalogue of Special Technical Works, January 1905_distribution_gutenberg.txt	1901	Various	Scott, Greenwood Catalogue of Special Technical Works, January 1905		https://www.gutenberg.org/ebooks/42652
1916__0__Nicholai Velimirovic__The New Ideal In Education_distribution_gutenberg.txt	1916	Nicholai Velimirovic	The New Ideal In Education		https://www.gutenberg.org/ebooks/13301
1807__17__Joseph Corry__Observations Upon The Windward Coast Of Africa_distribution_gutenberg.txt	1807	Joseph Corry	Observations Upon The Windward Coast Of Africa		https://www.gutenberg.org/ebooks/12539
1847__16__Layamon__Brut_distribution_gutenberg.txt	1847	Layamon	Brut		https://www.gutenberg.org/ebooks/
1917__15__Baron Edward John Moreton Drax Plunkett Dunsany__Tales of Wonder_distribution_gutenberg.txt	1917	Baron Edward John Moreton Drax Plunkett Dunsany	Tales of Wonder		https://www.gutenberg.org/ebooks/13821
1879__21__Various__The Ontario Readers: Fourth Book_distribution_gutenberg.txt	1879	Various	The Ontario Readers: Fourth Book		https://www.gutenberg.org/ebooks/
1908__14__Frederick John Lazell__Some Winter Days in Iowa_distribution_gutenberg.txt	1908	Frederick John Lazell	Some Winter Days in Iowa		https://www.gutenberg.org/ebooks/18174
1916__21__Janet Aldridge__The Meadow-Brook Girls Under Canvas_distribution_gutenberg.txt	1916	Janet Aldridge	The Meadow-Brook Girls Under Canvas		https://www.gutenberg.org/ebooks/
1819__7__James W. C. Pennington__The Fugitive Blacksmith_distribution_gutenberg.txt	1819	James W. C. Pennington	The Fugitive Blacksmith		https://www.gutenberg.org/ebooks/15130
1885__58__Juliana Horatia Ewing__Mary's Meadow_distribution_gutenberg.txt	1885	Juliana Horatia Ewing	Mary ' s Meadow		https://www.gutenberg.org/ebooks/19644
1921__1__Irvin S. Cobb__One Third Off_distribution_gutenberg.txt	1921	Irvin S. Cobb	One Third Off		https://www.gutenberg.org/ebooks/16197
1919__101__Lucas Malet__Deadham Hard_distribution_gutenberg.txt	1919	Lucas Malet	Deadham Hard		https://www.gutenberg.org/ebooks/
1895__0__Various__The Great Round World and What Is Going On In It, Vol. 1, No. 19, March 18, 1897_distribution_gutenberg.txt	1895	Various	The Great Round World and What Is Going On In It, Vol. 1, No. 19, March 18, 1897		https://www.gutenberg.org/ebooks/15404
1876__6__Various__Punch, Or The London Charivari, VOL. 103, November 26, 1892_distribution_gutenberg.txt	1876	Various	Punch, Or The London Charivari, VOL. 103, November 26, 1892		https://www.gutenberg.org/ebooks/15973
1895__12__George Ernest Morrison__An Australian in China_distribution_gutenberg.txt	1895	George Ernest Morrison	An Australian in China		https://www.gutenberg.org/ebooks/19172
1828__15__Thomas Gent__Poems (1828)_distribution_gutenberg.txt	1828	Thomas Gent	Poems (1828)		https://www.gutenberg.org/ebooks/11215
1723__3__Various__Old Ballads_distribution_gutenberg.txt	1723	Various	Old Ballads		https://www.gutenberg.org/ebooks/11236
1856__1__American Anti-Slavery Society__The Fugitive Slave Law and Its Victims_distribution_gutenberg.txt	1856	American Anti-Slavery Society	The Fugitive Slave Law and Its Victims		https://www.gutenberg.org/ebooks/13990
1889__5__Joseph B. Lightfoot__Essays on "Supernatural Religion"_distribution_gutenberg.txt	1889	Joseph B. Lightfoot	Essays on "Supernatural Religion"		https://www.gutenberg.org/ebooks/18191
1853__41__Elizabeth Wetherell__The Wide, Wide World_distribution_gutenberg.txt	1853	Elizabeth Wetherell	The Wide, Wide World		https://www.gutenberg.org/ebooks/
1907__69__David Grayson__Adventures In Contentment_distribution_gutenberg.txt	1907	David Grayson	Adventures In Contentment		https://www.gutenberg.org/ebooks/10605
1876__8__Various__Punch, or the London Charivari, Vol. 158, March 17, 1920_distribution_gutenberg.txt	1876	Various	Punch, or the London Charivari, Vol. 158, March 17, 1920		https://www.gutenberg.org/ebooks/
1898__32__Various__Poems Every Child Should Know_distribution_gutenberg.txt	1898	Various	Poems Every Child Should Know		https://www.gutenberg.org/ebooks/16436
1893__21__Frederick Boyle__About Orchids_distribution_gutenberg.txt	1893	Frederick Boyle	About Orchids		https://www.gutenberg.org/ebooks/17155
1898__19__Russell Doubleday__A Gunner Aboard the "Yankee"_distribution_gutenberg.txt	1898	Russell Doubleday	A Gunner Aboard the "Yankee"		https://www.gutenberg.org/ebooks/
1910__8__Elbert Hubbard__The Mintage_distribution_gutenberg.txt	1910	Elbert Hubbard	The Mintage		https://www.gutenberg.org/ebooks/17504
1914__0__Laura Lee Hope__The Moving Picture Girls_distribution_gutenberg.txt	1914	Laura Lee Hope	The Moving Picture Girls		https://www.gutenberg.org/ebooks/19171
1877__18__William Morris__The Story of Sigurd the Volsung and the Fall of the Niblungs_distribution_gutenberg.txt	1877	William Morris	The Story of Sigurd the Volsung and the Fall of the Niblungs		https://www.gutenberg.org/ebooks/18328
1849__8__T. S. Arthur and F. C. Woodworth__Wreaths of Friendship_distribution_gutenberg.txt	1849	T. S. Arthur and F. C. Woodworth	Wreaths of Friendship		https://www.gutenberg.org/ebooks/
1910__2__William Diller Matthew__Dinosaurs_distribution_gutenberg.txt	1910	William Diller Matthew	Dinosaurs		https://www.gutenberg.org/ebooks/
1852__8__Marmaduke Park__Thrilling Stories Of The Ocean_distribution_gutenberg.txt	1852	Marmaduke Park	Thrilling Stories Of The Ocean		https://www.gutenberg.org/ebooks/13604
1908__0__John D. Rockefeller__Random Reminiscences of Men and Events_distribution_gutenberg.txt	1908	John D. Rockefeller	Random Reminiscences of Men and Events		https://www.gutenberg.org/ebooks/17090
1876__5__Various__Punch, or the London Charivari, Vol. 153, Dec. 19, 1917_distribution_gutenberg.txt	1876	Various	Punch, or the London Charivari, Vol. 153, Dec. 19, 1917		https://www.gutenberg.org/ebooks/
1871__41__Various__Atlantic Monthly, Vol. 9, No. 56, June, 1862_distribution_gutenberg.txt	1871	Various	Atlantic Monthly, Vol. 9, No. 56, June, 1862		https://www.gutenberg.org/ebooks/12310
1917__31__Henry Bordeaux__Georges Guynemer_distribution_gutenberg.txt	1917	Henry Bordeaux	Georges Guynemer		https://www.gutenberg.org/ebooks/18117
1807__16__Lucy H. M. Soulsby__Stray Thoughts for Girls_distribution_gutenberg.txt	1807	Lucy H. M. Soulsby	Stray Thoughts for Girls		https://www.gutenberg.org/ebooks/
1891__2__William Klapp Williams__The Communes Of Lombardy From The VI. To The X. Century_distribution_gutenberg.txt	1891	William Klapp Williams	The Communes Of Lombardy From The VI. To The X. Century		https://www.gutenberg.org/ebooks/12162
1912__23__Mary E. Wilkins Freeman__The Butterfly House_distribution_gutenberg.txt	1912	Mary E. Wilkins Freeman	The Butterfly House		https://www.gutenberg.org/ebooks/18158
1918__20__George W. E. Russell__Prime Ministers and Some Others_distribution_gutenberg.txt	1918	George W. E. Russell	Prime Ministers and Some Others		https://www.gutenberg.org/ebooks/16519
1876__3__Various__Punch, or the London Charivari, Vol. 156, Feb. 12, 1919_distribution_gutenberg.txt	1876	Various	Punch, or the London Charivari, Vol. 156, Feb. 12, 1919		https://www.gutenberg.org/ebooks/
1909__20__Edgar Thurston__Castes and Tribes of Southern India_distribution_gutenberg.txt	1909	Edgar Thurston	Castes and Tribes of Southern India		https://www.gutenberg.org/ebooks/42991
1895__5__Alice Maude Kellogg__Christmas Entertainments_distribution_gutenberg.txt	1895	Alice Maude Kellogg	Christmas Entertainments		https://www.gutenberg.org/ebooks/12974
1921__12__Gordon Casserly__The Jungle Girl_distribution_gutenberg.txt	1921	Gordon Casserly	The Jungle Girl		https://www.gutenberg.org/ebooks/
1916__5__Beatrix Potter__The Tale of Mrs. Tittlemouse_distribution_gutenberg.txt	1916	Beatrix Potter	The Tale of Mrs. Tittlemouse		https://www.gutenberg.org/ebooks/17089
1892__5__Charles A. McMurry__The Elements of General Method_distribution_gutenberg.txt	1892	Charles A. McMurry	The Elements of General Method		https://www.gutenberg.org/ebooks/
1916__20__Annie Roe Carr__Nan Sherwood's Winter Holidays_distribution_gutenberg.txt	1916	Annie Roe Carr	Nan Sherwood ' s Winter Holidays		https://www.gutenberg.org/ebooks/
1872__73__Charles Darwin__The Expression of Emotion in Man and Animals_distribution_gutenberg.txt	1872	Charles Darwin	The Expression of Emotion in Man and Animals		https://www.gutenberg.org/ebooks/1227
1870__7__Various__Punchinello, Vol. 2, No. 27, October 1, 1870_distribution_gutenberg.txt	1870	Various	Punchinello, Vol. 2, No. 27, October 1, 1870		https://www.gutenberg.org/ebooks/10035
1694__0__John Conrade Amman__The Talking Deaf Man_distribution_gutenberg.txt	1694	John Conrade Amman	The Talking Deaf Man		https://www.gutenberg.org/ebooks/13014
1876__9__Various__Punch, or the London Charivari, Vol. 152, April 18, 1917_distribution_gutenberg.txt	1876	Various	Punch, or the London Charivari, Vol. 152, April 18, 1917		https://www.gutenberg.org/ebooks/15021
1861__91__J. Emerson Tennent__Sketches of the Natural History of Ceylon_distribution_gutenberg.txt	1861	J. Emerson Tennent	Sketches of the Natural History of Ceylon		https://www.gutenberg.org/ebooks/13325
1921__21__Mary F. Porter__Applied Psychology for Nurses_distribution_gutenberg.txt	1921	Mary F. Porter	Applied Psychology for Nurses		https://www.gutenberg.org/ebooks/18843
1858__0__Various__Notes & Queries 1850.01.19_distribution_gutenberg.txt	1858	Various	Notes & Queries 1850.01.19		https://www.gutenberg.org/ebooks/11575
1919__33__Edmund William Gosse__Some Diversions of a Man of Letters_distribution_gutenberg.txt	1919	Edmund William Gosse	Some Diversions of a Man of Letters		https://www.gutenberg.org/ebooks/18649
1868__26__Anna E. Dickinson__What Answer?_distribution_gutenberg.txt	1868	Anna E. Dickinson	What Answer?		https://www.gutenberg.org/ebooks/15402
1805__2__Various__Pictures in Colour of the Isle of Wight_distribution_gutenberg.txt	1805	Various	Pictures in Colour of the Isle of Wight		https://www.gutenberg.org/ebooks/17296
1850__7__James Richardson__Travels in Morocco, Vol. 2._distribution_gutenberg.txt	1850	James Richardson	Travels in Morocco, Vol. 2.		https://www.gutenberg.org/ebooks/10356
1908__16__F. Marion Crawford__The Primadonna_distribution_gutenberg.txt	1908	F. Marion Crawford	The Primadonna		https://www.gutenberg.org/ebooks/
1871__18__Eleanor Frances Poynter__My Little Lady_distribution_gutenberg.txt	1871	Eleanor Frances Poynter	My Little Lady		https://www.gutenberg.org/ebooks/16788
1908__17__Walter R. Nursey__The Story of Isaac Brock_distribution_gutenberg.txt	1908	Walter R. Nursey	The Story of Isaac Brock		https://www.gutenberg.org/ebooks/18025
1918__25__Mrs. Baillie Reynolds__The Lonely Stronghold_distribution_gutenberg.txt	1918	Mrs. Baillie Reynolds	The Lonely Stronghold		https://www.gutenberg.org/ebooks/42625
1893__27__Kirk Munroe and J. Finnemore__At War with Pontiac_distribution_gutenberg.txt	1893	Kirk Munroe and J. Finnemore	At War with Pontiac		https://www.gutenberg.org/ebooks/19223
1820__8__Titus Livius__History of Rome, Vol III_distribution_gutenberg.txt	1820	Titus Livius	History of Rome, Vol III		https://www.gutenberg.org/ebooks/12582
1779__0__Anonymous__The Interlude of Wealth and Health_distribution_gutenberg.txt	1779	Anonymous	The Interlude of Wealth and Health		https://www.gutenberg.org/ebooks/17270
1812__29__Jane West__The Loyalists, Vol. 1-3_distribution_gutenberg.txt	1812	Jane West	The Loyalists, Vol. 1-3		https://www.gutenberg.org/ebooks/19458
1873__33__Henry Harris Jessup__The Women of the Arabs_distribution_gutenberg.txt	1873	Henry Harris Jessup	The Women of the Arabs		https://www.gutenberg.org/ebooks/17278
1919__10__H.W. Long__Sane Sex Life and Sane Sex Living_distribution_gutenberg.txt	1919	H.W. Long	Sane Sex Life and Sane Sex Living		https://www.gutenberg.org/ebooks/13161
1910__73__A. C. Bradley__Shakespearean Tragedy_distribution_gutenberg.txt	1910	A. C. Bradley	Shakespearean Tragedy		https://www.gutenberg.org/ebooks/16966
1893__30__Mrs. W. J. Hays__Prince Lazybones and Other Stories_distribution_gutenberg.txt	1893	Mrs. W. J. Hays	Prince Lazybones and Other Stories		https://www.gutenberg.org/ebooks/
