id	year	author	title	tags	link
1904__5__H. W. Conn__The Story of the Living Machine_distribution_gutenberg.txt	1904	H. W. Conn	The Story of the Living Machine		https://www.gutenberg.org/ebooks/16487
1887__14__L. T. Meade__Polly_distribution_gutenberg.txt	1887	L. T. Meade	Polly		https://www.gutenberg.org/ebooks/18666
1903__25__Marshall Mather__Lancashire Idylls (1898)_distribution_gutenberg.txt	1903	Marshall Mather	Lancashire Idylls (1898)		https://www.gutenberg.org/ebooks/14414
1843__23__Various__Blackwood's Edinburgh Magazine - April 1843_distribution_gutenberg.txt	1843	Various	Blackwood ' s Edinburgh Magazine - April 1843		https://www.gutenberg.org/ebooks/11745
1878__0__Anonymous__Manners And Conduct In School And Out_distribution_gutenberg.txt	1878	Anonymous	Manners And Conduct In School And Out		https://www.gutenberg.org/ebooks/14408
1918__8__Laura Lee Hope__Six Little Bunkers at Cowboy Jack's_distribution_gutenberg.txt	1918	Laura Lee Hope	Six Little Bunkers at Cowboy Jack ' s		https://www.gutenberg.org/ebooks/19816
1853__15__Hugh Quigley__The Cross and the Shamrock_distribution_gutenberg.txt	1853	Hugh Quigley	The Cross and the Shamrock		https://www.gutenberg.org/ebooks/16958
1913__18__Sewell Ford__On With Torchy_distribution_gutenberg.txt	1913	Sewell Ford	On With Torchy		https://www.gutenberg.org/ebooks/17301
1840__2__Various__Punch, or the London Charivari, Vol. 1, November 13, 1841_distribution_gutenberg.txt	1840	Various	Punch, or the London Charivari, Vol. 1, November 13, 1841		https://www.gutenberg.org/ebooks/14936
1846__7__Various__Chambers's Edinburgh Journal, No. 427_distribution_gutenberg.txt	1846	Various	Chambers ' s Edinburgh Journal, No. 427		https://www.gutenberg.org/ebooks/17256
1888__57__Edward Harrison Barker__Wanderings by southern waters, eastern Aquitaine_distribution_gutenberg.txt	1888	Edward Harrison Barker	Wanderings by southern waters, eastern Aquitaine		https://www.gutenberg.org/ebooks/
1874__45__Harriet Parr__The Vicissitudes of Bessie Fairfax_distribution_gutenberg.txt	1874	Harriet Parr	The Vicissitudes of Bessie Fairfax		https://www.gutenberg.org/ebooks/17086
1855__13__Edmund Burke__The Works Of The Right Honourable Edmund Burke, Vol. IX. (of 12)_distribution_gutenberg.txt	1855	Edmund Burke	The Works Of The Right Honourable Edmund Burke, Vol. IX. (of 12)		https://www.gutenberg.org/ebooks/13968
1886__19__William Carew Hazlitt__Old Cookery Books and Ancient Cuisine_distribution_gutenberg.txt	1886	William Carew Hazlitt	Old Cookery Books and Ancient Cuisine		https://www.gutenberg.org/ebooks/
1909__8__Mabell S. C. Smith__Ethel Morton at Rose House_distribution_gutenberg.txt	1909	Mabell S. C. Smith	Ethel Morton at Rose House		https://www.gutenberg.org/ebooks/
1847__18__Martin Farquhar Tupper__Probabilities_distribution_gutenberg.txt	1847	Martin Farquhar Tupper	Probabilities		https://www.gutenberg.org/ebooks/16857
1906__3__Caroline French Benton__A Little Cook Book for a Little Girl_distribution_gutenberg.txt	1906	Caroline French Benton	A Little Cook Book for a Little Girl		https://www.gutenberg.org/ebooks/
1852__16__Warren T. Ashton__Hatchie, the Guardian Slave; or, The Heiress of Bellevue_distribution_gutenberg.txt	1852	Warren T. Ashton	Hatchie, the Guardian Slave; or, The Heiress of Bellevue		https://www.gutenberg.org/ebooks/
1911__1__Edward Tyson Allen__Practical Forestry in the Pacific Northwest_distribution_gutenberg.txt	1911	Edward Tyson Allen	Practical Forestry in the Pacific Northwest		https://www.gutenberg.org/ebooks/
1782__0__Sturla Þórðarson__The Norwegian account of Haco's expedition against Scotland, A.D. MCCLXIII._distribution_gutenberg.txt	1782	Sturla Þórðarson	The Norwegian account of Haco ' s expedition against Scotland, A.D. MCCLXIII.		https://www.gutenberg.org/ebooks/18299
1886__13__Sarah Knowles Bolton__Lives of Girls Who Became Famous_distribution_gutenberg.txt	1886	Sarah Knowles Bolton	Lives of Girls Who Became Famous		https://www.gutenberg.org/ebooks/12081
1892__5__Various__Punch, or the London Charivari, Vol. 102, April 30, 1892_distribution_gutenberg.txt	1892	Various	Punch, or the London Charivari, Vol. 102, April 30, 1892		https://www.gutenberg.org/ebooks/
1858__44__William Sleeman__A Journey through the Kingdom of Oude, Volumes I & II_distribution_gutenberg.txt	1858	William Sleeman	A Journey through the Kingdom of Oude, Volumes I & II		https://www.gutenberg.org/ebooks/16997
1901__86__John F. Runciman__Richard Wagner_distribution_gutenberg.txt	1901	John F. Runciman	Richard Wagner		https://www.gutenberg.org/ebooks/16431
1922__1__Ontario Ministry of Education__Ontario Teachers' Manuals: History_distribution_gutenberg.txt	1922	Ontario Ministry of Education	Ontario Teachers '  Manuals: History		https://www.gutenberg.org/ebooks/17268
1863__8__George Gibbs__Dictionary of the Chinook Jargon, or, Trade Language of Oregon_distribution_gutenberg.txt	1863	George Gibbs	Dictionary of the Chinook Jargon, or, Trade Language of Oregon		https://www.gutenberg.org/ebooks/15672
1920__7__W. Warde Fowler__Social life at Rome in the Age of Cicero_distribution_gutenberg.txt	1920	W. Warde Fowler	Social life at Rome in the Age of Cicero		https://www.gutenberg.org/ebooks/11256
1835__32__Captain Frederick Marryat__Frank Mildmay_distribution_gutenberg.txt	1835	Captain Frederick Marryat	Frank Mildmay		https://www.gutenberg.org/ebooks/
1870__6__Elizabeth Stuart Phelps__Gypsy's Cousin Joy_distribution_gutenberg.txt	1870	Elizabeth Stuart Phelps	Gypsy ' s Cousin Joy		https://www.gutenberg.org/ebooks/18646
1893__16__Jacob A. Riis__Nibsy's Christmas_distribution_gutenberg.txt	1893	Jacob A. Riis	Nibsy ' s Christmas		https://www.gutenberg.org/ebooks/19014
1913__21__Ethel Watts Mumford__Out of the Ashes_distribution_gutenberg.txt	1913	Ethel Watts Mumford	Out of the Ashes		https://www.gutenberg.org/ebooks/13273
1876__4__Various__Punch, or the London Charivari, Vol. 156, Feb. 5, 1919_distribution_gutenberg.txt	1876	Various	Punch, or the London Charivari, Vol. 156, Feb. 5, 1919		https://www.gutenberg.org/ebooks/
1840__137__Dionysius Lardner__The Steam Engine Explained and Illustrated (Seventh Edition)_distribution_gutenberg.txt	1840	Dionysius Lardner	The Steam Engine Explained and Illustrated (Seventh Edition)		https://www.gutenberg.org/ebooks/
1883__3__Irving C. Rosse__The First Landing on Wrangel Island_distribution_gutenberg.txt	1883	Irving C. Rosse	The First Landing on Wrangel Island		https://www.gutenberg.org/ebooks/18643
1919__2__Henry van Dyke__What Peace Means_distribution_gutenberg.txt	1919	Henry van Dyke	What Peace Means		https://www.gutenberg.org/ebooks/
1908__8__Gordon Bates__The Khaki Boys Over the Top_distribution_gutenberg.txt	1908	Gordon Bates	The Khaki Boys Over the Top		https://www.gutenberg.org/ebooks/12957
1913__6__Jean F. Terry__Northumberland Yesterday and To-day_distribution_gutenberg.txt	1913	Jean F. Terry	Northumberland Yesterday and To-day		https://www.gutenberg.org/ebooks/11124
1843__27__Various__Blackwood's Edinburgh Magazine -- Volume 54, No. 335, September 1843_distribution_gutenberg.txt	1843	Various	Blackwood ' s Edinburgh Magazine -- Volume 54, No. 335, September 1843		https://www.gutenberg.org/ebooks/14753
1798__42__T. De Witt Talmage__Around The Tea-Table_distribution_gutenberg.txt	1798	T. De Witt Talmage	Around The Tea-Table		https://www.gutenberg.org/ebooks/14662
1889__1__Edmund Myer__The Renaissance of the Vocal Art_distribution_gutenberg.txt	1889	Edmund Myer	The Renaissance of the Vocal Art		https://www.gutenberg.org/ebooks/12856
1914__7__Edited by Joseph Dunn and P.J. Lennox__The Glories of Ireland_distribution_gutenberg.txt	1914	Edited by Joseph Dunn and P.J. Lennox	The Glories of Ireland		https://www.gutenberg.org/ebooks/12111
1914__5__Various__Lists of Stories and Programs for Story Hours_distribution_gutenberg.txt	1914	Various	Lists of Stories and Programs for Story Hours		https://www.gutenberg.org/ebooks/17202
1851__1__Various__Notes & Queries 1849.12.15_distribution_gutenberg.txt	1851	Various	Notes & Queries 1849.12.15		https://www.gutenberg.org/ebooks/11651
1880__24__Mrs. Molesworth__The Cuckoo Clock_distribution_gutenberg.txt	1880	Mrs. Molesworth	The Cuckoo Clock		https://www.gutenberg.org/ebooks/
1897__3__Thomas Tapper__Music Talks with Children_distribution_gutenberg.txt	1897	Thomas Tapper	Music Talks with Children		https://www.gutenberg.org/ebooks/
1725__4__Various__Punch, or the London Charivari, Volume 159, December 8, 1920_distribution_gutenberg.txt	1725	Various	Punch, or the London Charivari, Volume 159, December 8, 1920		https://www.gutenberg.org/ebooks/19127
1865__18__Anonymous__Oriental Literature_distribution_gutenberg.txt	1865	Anonymous	Oriental Literature		https://www.gutenberg.org/ebooks/10121
1821__21__Albert S. Cook__The Old English Physiologus_distribution_gutenberg.txt	1821	Albert S. Cook	The Old English Physiologus		https://www.gutenberg.org/ebooks/14529
1898__20__H. G. Wells__Certain Personal Matters_distribution_gutenberg.txt	1898	H. G. Wells	Certain Personal Matters		https://www.gutenberg.org/ebooks/17508
1920__20__Peter B. Kyne__Kindred of the Dust_distribution_gutenberg.txt	1920	Peter B. Kyne	Kindred of the Dust		https://www.gutenberg.org/ebooks/
1905__20__Clara Louise Burnham__Jewel's Story Book_distribution_gutenberg.txt	1905	Clara Louise Burnham	Jewel ' s Story Book		https://www.gutenberg.org/ebooks/16448
1844__8__Martin Farquhar Tupper__The Twins_distribution_gutenberg.txt	1844	Martin Farquhar Tupper	The Twins		https://www.gutenberg.org/ebooks/16574
1910__77__H. G. Wells__The Country of the Blind, And Other Stories_distribution_gutenberg.txt	1910	H. G. Wells	The Country of the Blind, And Other Stories		https://www.gutenberg.org/ebooks/
1898__42__George Moore__Evelyn Innes_distribution_gutenberg.txt	1898	George Moore	Evelyn Innes		https://www.gutenberg.org/ebooks/13201
1900__28__Rose Macaulay__Potterism_distribution_gutenberg.txt	1900	Rose Macaulay	Potterism		https://www.gutenberg.org/ebooks/11163
1912__70__Hall Caine__The Woman Thou Gavest Me_distribution_gutenberg.txt	1912	Hall Caine	The Woman Thou Gavest Me		https://www.gutenberg.org/ebooks/14597
1879__16__T. De Witt Talmage__T. De Witt Talmage_distribution_gutenberg.txt	1879	T. De Witt Talmage	T. De Witt Talmage		https://www.gutenberg.org/ebooks/15693
1837__25__J. Fenimore Cooper__Recollections of Europe_distribution_gutenberg.txt	1837	J. Fenimore Cooper	Recollections of Europe		https://www.gutenberg.org/ebooks/19983
1882__20__Thomas R. Lounsbury__James Fenimore Cooper_distribution_gutenberg.txt	1882	Thomas R. Lounsbury	James Fenimore Cooper		https://www.gutenberg.org/ebooks/19463
1889__1__Various__American Missionary, Volume 43, No. 10, October, 1889_distribution_gutenberg.txt	1889	Various	American Missionary, Volume 43, No. 10, October, 1889		https://www.gutenberg.org/ebooks/16159
1896__2__James D. Richardson__A Compilation of the Messages and Papers of the Presidents_distribution_gutenberg.txt	1896	James D. Richardson	A Compilation of the Messages and Papers of the Presidents		https://www.gutenberg.org/ebooks/12755
1882__8__Wilfred Scawen Blunt__The Future of Islam_distribution_gutenberg.txt	1882	Wilfred Scawen Blunt	The Future of Islam		https://www.gutenberg.org/ebooks/17213
1880__19__Lady Florence Dixie__Across Patagonia_distribution_gutenberg.txt	1880	Lady Florence Dixie	Across Patagonia		https://www.gutenberg.org/ebooks/
1882__2__Herbert Allen Giles__China and the Chinese_distribution_gutenberg.txt	1882	Herbert Allen Giles	China and the Chinese		https://www.gutenberg.org/ebooks/18021
1910__21__Norman Bentwich__Philo-Judaeus of Alexandria_distribution_gutenberg.txt	1910	Norman Bentwich	Philo-Judaeus of Alexandria		https://www.gutenberg.org/ebooks/14657
1906__11__James Baldwin__Hero Tales_distribution_gutenberg.txt	1906	James Baldwin	Hero Tales		https://www.gutenberg.org/ebooks/15616
1890__23__Matthew Arnold__Matthew Arnold's Sohrab and Rustum and Other Poems_distribution_gutenberg.txt	1890	Matthew Arnold	Matthew Arnold ' s Sohrab and Rustum and Other Poems		https://www.gutenberg.org/ebooks/13364
1925__54__T.S. Stribling__Birthright_distribution_gutenberg.txt	1925	T.S. Stribling	Birthright		https://www.gutenberg.org/ebooks/10621
1888__60__Harry De Windt__A Ride to India across Persia and Baluchistán_distribution_gutenberg.txt	1888	Harry De Windt	A Ride to India across Persia and Baluchistán		https://www.gutenberg.org/ebooks/10974
1911__16__Richard Harding Davis__Once Upon A Time_distribution_gutenberg.txt	1911	Richard Harding Davis	Once Upon A Time		https://www.gutenberg.org/ebooks/16908
1891__32__Frederic G. Kenyon__The Letters of Elizabeth Barrett Browning (1 of 2)_distribution_gutenberg.txt	1891	Frederic G. Kenyon	The Letters of Elizabeth Barrett Browning (1 of 2)		https://www.gutenberg.org/ebooks/13018
1906__25__Thomas Nelson Page__Gordon Keith_distribution_gutenberg.txt	1906	Thomas Nelson Page	Gordon Keith		https://www.gutenberg.org/ebooks/
1885__2__Various__Bay State Monthly, Volume II. No. 4, January, 1885_distribution_gutenberg.txt	1885	Various	Bay State Monthly, Volume II. No. 4, January, 1885		https://www.gutenberg.org/ebooks/14131
1917__0__Bayard Veiller__The Thirteenth Chair_distribution_gutenberg.txt	1917	Bayard Veiller	The Thirteenth Chair		https://www.gutenberg.org/ebooks/
1922__29__Irving Bacheller__In the Days of Poor Richard_distribution_gutenberg.txt	1922	Irving Bacheller	In the Days of Poor Richard		https://www.gutenberg.org/ebooks/
1858__42__Frederic William Farrar__Eric_distribution_gutenberg.txt	1858	Frederic William Farrar	Eric		https://www.gutenberg.org/ebooks/12083
1908__21__Grace Livingston Hill__The Girl from Montana_distribution_gutenberg.txt	1908	Grace Livingston Hill	The Girl from Montana		https://www.gutenberg.org/ebooks/
1876__5__Various__Punch, or the London Charivari, Vol. 152, May 30, 1917_distribution_gutenberg.txt	1876	Various	Punch, or the London Charivari, Vol. 152, May 30, 1917		https://www.gutenberg.org/ebooks/17634
1864__22__Ernest Renan__The Life of Jesus_distribution_gutenberg.txt	1864	Ernest Renan	The Life of Jesus		https://www.gutenberg.org/ebooks/16581
1884__6__Various__Scientific American Supplement, No. 620,  November 19,1887_distribution_gutenberg.txt	1884	Various	Scientific American Supplement, No. 620,  November 19,1887		https://www.gutenberg.org/ebooks/16354
1866__23__Various__The Atlantic Monthly, Volume 13, No. 80, June, 1864_distribution_gutenberg.txt	1866	Various	The Atlantic Monthly, Volume 13, No. 80, June, 1864		https://www.gutenberg.org/ebooks/19827
1904__4__James Harrison Wilson__Heroes of the Great Conflict; Life and Services of William Farrar_distribution_gutenberg.txt	1904	James Harrison Wilson	Heroes of the Great Conflict; Life and Services of William Farrar		https://www.gutenberg.org/ebooks/
1902__46__Charles Warren Stoddard__In the Footprints of the Padres_distribution_gutenberg.txt	1902	Charles Warren Stoddard	In the Footprints of the Padres		https://www.gutenberg.org/ebooks/13321
1876__2__Various__Punch, Or The London Charivari, Vol. 156, April 9, 1919_distribution_gutenberg.txt	1876	Various	Punch, Or The London Charivari, Vol. 156, April 9, 1919		https://www.gutenberg.org/ebooks/12614
1918__27__R. Derby Holmes__A Yankee in the Trenches_distribution_gutenberg.txt	1918	R. Derby Holmes	A Yankee in the Trenches		https://www.gutenberg.org/ebooks/13279
1820__23__S.M. Fuller__Summer on the Lakes, in 1843_distribution_gutenberg.txt	1820	S.M. Fuller	Summer on the Lakes, in 1843		https://www.gutenberg.org/ebooks/11526
1876__6__Various__Punch, or the London Charivari, Vol. 101, December 26, 1891_distribution_gutenberg.txt	1876	Various	Punch, or the London Charivari, Vol. 101, December 26, 1891		https://www.gutenberg.org/ebooks/
1824__1__Various__The Mirror of Literature, Amusement, and Instruction_distribution_gutenberg.txt	1824	Various	The Mirror of Literature, Amusement, and Instruction		https://www.gutenberg.org/ebooks/11885
1897__5__John Kendrick Bangs__The Pursuit of the House-Boat_distribution_gutenberg.txt	1897	John Kendrick Bangs	The Pursuit of the House-Boat		https://www.gutenberg.org/ebooks/
1813__17__Washington Allston__The Sylphs of the Season with Other Poems_distribution_gutenberg.txt	1813	Washington Allston	The Sylphs of the Season with Other Poems		https://www.gutenberg.org/ebooks/11059
1920__14__H. M. Egbert__Jacqueline of Golden River_distribution_gutenberg.txt	1920	H. M. Egbert	Jacqueline of Golden River		https://www.gutenberg.org/ebooks/16771
1893__0__Various__The Great Round World and What Is Going On In It, Vol. 1, No. 46, September 23, 1897_distribution_gutenberg.txt	1893	Various	The Great Round World and What Is Going On In It, Vol. 1, No. 46, September 23, 1897		https://www.gutenberg.org/ebooks/16024
1754__6__Jean Lévesque de Burigny__The Life of the Truly Eminent and Learned Hugo Grotius_distribution_gutenberg.txt	1754	Jean Lévesque de Burigny	The Life of the Truly Eminent and Learned Hugo Grotius		https://www.gutenberg.org/ebooks/
1918__14__Grace S. Richmond__Red Pepper's Patients_distribution_gutenberg.txt	1918	Grace S. Richmond	Red Pepper ' s Patients		https://www.gutenberg.org/ebooks/
1867__51__William Dean Howells__Italian Journeys_distribution_gutenberg.txt	1867	William Dean Howells	Italian Journeys		https://www.gutenberg.org/ebooks/14276
1922__0__Elias Avery Lowe and Edward Kennard Rand__A Sixth-Century Fragment of the Letters of Pliny the Younger_distribution_gutenberg.txt	1922	Elias Avery Lowe and Edward Kennard Rand	A Sixth-Century Fragment of the Letters of Pliny the Younger		https://www.gutenberg.org/ebooks/16706
1918__3__Frederic George Trayes__Five Months on a German Raider_distribution_gutenberg.txt	1918	Frederic George Trayes	Five Months on a German Raider		https://www.gutenberg.org/ebooks/
1878__43__Erasmus__Colloquies of Erasmus, Volume I._distribution_gutenberg.txt	1878	Erasmus	Colloquies of Erasmus, Volume I.		https://www.gutenberg.org/ebooks/14031
1851__2__Various__Notes & Queries, No. 14. Saturday, February 2, 1850_distribution_gutenberg.txt	1851	Various	Notes & Queries, No. 14. Saturday, February 2, 1850		https://www.gutenberg.org/ebooks/13558
1919__27__Mrs. Humphry Ward__Fields of Victory_distribution_gutenberg.txt	1919	Mrs. Humphry Ward	Fields of Victory		https://www.gutenberg.org/ebooks/13827
1914__43__Thomas Dixon__The Victim_distribution_gutenberg.txt	1914	Thomas Dixon	The Victim		https://www.gutenberg.org/ebooks/
1906__8__Randall Parrish__Bob Hampton of Placer_distribution_gutenberg.txt	1906	Randall Parrish	Bob Hampton of Placer		https://www.gutenberg.org/ebooks/
1880__30__Juliana Horatia Ewing__We and the World, Part II. (of II.)_distribution_gutenberg.txt	1880	Juliana Horatia Ewing	We and the World, Part II. (of II.)		https://www.gutenberg.org/ebooks/18156
1889__17__William T. Hornaday__The Extermination of the American Bison_distribution_gutenberg.txt	1889	William T. Hornaday	The Extermination of the American Bison		https://www.gutenberg.org/ebooks/17748
1884__10__G. A. Henty__Jack Archer_distribution_gutenberg.txt	1884	G. A. Henty	Jack Archer		https://www.gutenberg.org/ebooks/
1858__15__Various__The World's Great Sermons, Volume 10 (of 10)_distribution_gutenberg.txt	1858	Various	The World ' s Great Sermons, Volume 10 (of 10)		https://www.gutenberg.org/ebooks/
1874__54__J. G. Holland__Sevenoaks_distribution_gutenberg.txt	1874	J. G. Holland	Sevenoaks		https://www.gutenberg.org/ebooks/
1861__18__Mrs. Hester Lynch Piozzi__Autobiography, Letters and Literary Remains of Mrs. Piozzi (Thrale) (2nd ed.) (2 vols.)_distribution_gutenberg.txt	1861	Mrs. Hester Lynch Piozzi	Autobiography, Letters and Literary Remains of Mrs. Piozzi (Thrale) (2nd ed.) (2 vols.)		https://www.gutenberg.org/ebooks/15045
1913__63__Paul Laurence Dunbar__The Complete Poems of Paul Laurence Dunbar_distribution_gutenberg.txt	1913	Paul Laurence Dunbar	The Complete Poems of Paul Laurence Dunbar		https://www.gutenberg.org/ebooks/18338
1874__36__Paul Lacroix__Manners, Custom and Dress During the Middle Ages and During the Renaissance Period_distribution_gutenberg.txt	1874	Paul Lacroix	Manners, Custom and Dress During the Middle Ages and During the Renaissance Period		https://www.gutenberg.org/ebooks/10940
1922__69__Paul Rosenfeld__Musical Portraits_distribution_gutenberg.txt	1922	Paul Rosenfeld	Musical Portraits		https://www.gutenberg.org/ebooks/19557
1873__21__Helen Hunt Jackson__Saxe Holm's Stories_distribution_gutenberg.txt	1873	Helen Hunt Jackson	Saxe Holm ' s Stories		https://www.gutenberg.org/ebooks/10926
1894__20__Herbert Quick__Double Trouble_distribution_gutenberg.txt	1894	Herbert Quick	Double Trouble		https://www.gutenberg.org/ebooks/
1886__5__N.H. Egleston__Arbor Day Leaves_distribution_gutenberg.txt	1886	N.H. Egleston	Arbor Day Leaves		https://www.gutenberg.org/ebooks/17645
1909__1__Thomas A. Janvier__Henry Hudson_distribution_gutenberg.txt	1909	Thomas A. Janvier	Henry Hudson		https://www.gutenberg.org/ebooks/13442
1912__38__Mrs. Wilson Woodrow__The Black Pearl_distribution_gutenberg.txt	1912	Mrs. Wilson Woodrow	The Black Pearl		https://www.gutenberg.org/ebooks/
1915__21__Ralph Henry Barbour__Left Tackle Thayer_distribution_gutenberg.txt	1915	Ralph Henry Barbour	Left Tackle Thayer		https://www.gutenberg.org/ebooks/13542
1909__4__Charles King__Lanier of the Cavalry_distribution_gutenberg.txt	1909	Charles King	Lanier of the Cavalry		https://www.gutenberg.org/ebooks/
1872__20__James, Eighth Earl of Elgin__Letters and Journals of James, Eighth Earl of Elgin_distribution_gutenberg.txt	1872	James, Eighth Earl of Elgin	Letters and Journals of James, Eighth Earl of Elgin		https://www.gutenberg.org/ebooks/10610
1909__35__William Eleroy Curtis__Modern India_distribution_gutenberg.txt	1909	William Eleroy Curtis	Modern India		https://www.gutenberg.org/ebooks/11212
1901__5__Ernest N. Bennett__With Methuen's Column on an Ambulance Train_distribution_gutenberg.txt	1901	Ernest N. Bennett	With Methuen ' s Column on an Ambulance Train		https://www.gutenberg.org/ebooks/15520
1892__12__H. H. S. Pearse__Four Months Besieged_distribution_gutenberg.txt	1892	H. H. S. Pearse	Four Months Besieged		https://www.gutenberg.org/ebooks/16466
1920__38__Bertrand W. Sinclair__Poor Man's Rock_distribution_gutenberg.txt	1920	Bertrand W. Sinclair	Poor Man ' s Rock		https://www.gutenberg.org/ebooks/16541
1884__26__Various__Scientific American Supplement, No. 613, October 1, 1887_distribution_gutenberg.txt	1884	Various	Scientific American Supplement, No. 613, October 1, 1887		https://www.gutenberg.org/ebooks/15889
1925__64__Marie Conway Oemler__The Purple Heights_distribution_gutenberg.txt	1925	Marie Conway Oemler	The Purple Heights		https://www.gutenberg.org/ebooks/12596
1913__7__Candace Wheeler__Principles of Home Decoration_distribution_gutenberg.txt	1913	Candace Wheeler	Principles of Home Decoration		https://www.gutenberg.org/ebooks/14302
1916__53__Hugh  Walpole__The Dark Forest_distribution_gutenberg.txt	1916	Hugh  Walpole	The Dark Forest		https://www.gutenberg.org/ebooks/19614
1853__1__C. King Eley__Bell's Cathedrals: The Cathedral Church of Carlisle_distribution_gutenberg.txt	1853	C. King Eley	Bell ' s Cathedrals: The Cathedral Church of Carlisle		https://www.gutenberg.org/ebooks/
1871__18__Agnes Maule Machar__Lucy Raymond_distribution_gutenberg.txt	1871	Agnes Maule Machar	Lucy Raymond		https://www.gutenberg.org/ebooks/18248
1864__5__Cosmos Mindeleff__Navaho Houses, pages 469-518_distribution_gutenberg.txt	1864	Cosmos Mindeleff	Navaho Houses, pages 469-518		https://www.gutenberg.org/ebooks/18206
1824__43__Robert Kerr__A General History and Collection of Voyages and Travels, Vol. II_distribution_gutenberg.txt	1824	Robert Kerr	A General History and Collection of Voyages and Travels, Vol. II		https://www.gutenberg.org/ebooks/10803
1889__1__Horace C. Dale__The Deacon_distribution_gutenberg.txt	1889	Horace C. Dale	The Deacon		https://www.gutenberg.org/ebooks/42581
1908__9__Julia De Wolf Addison__Arts and Crafts in the Middle Ages_distribution_gutenberg.txt	1908	Julia De Wolf Addison	Arts and Crafts in the Middle Ages		https://www.gutenberg.org/ebooks/
1834__49__Various__A Book of Natural History_distribution_gutenberg.txt	1834	Various	A Book of Natural History		https://www.gutenberg.org/ebooks/18274
1876__14__John S. C. Abbott__Christopher Carson_distribution_gutenberg.txt	1876	John S. C. Abbott	Christopher Carson		https://www.gutenberg.org/ebooks/
1876__5__Various__Punch, or the London Charivari, Vol. 153, August 1, 1917._distribution_gutenberg.txt	1876	Various	Punch, or the London Charivari, Vol. 153, August 1, 1917.		https://www.gutenberg.org/ebooks/12043
1876__3__Various__Punch, or the London Charivari, Vol. 152, May 2, 1917_distribution_gutenberg.txt	1876	Various	Punch, or the London Charivari, Vol. 152, May 2, 1917		https://www.gutenberg.org/ebooks/15121
1855__53__Charles Lamb__The Works of Charles Lamb in Four Volumes, Volume 4_distribution_gutenberg.txt	1855	Charles Lamb	The Works of Charles Lamb in Four Volumes, Volume 4		https://www.gutenberg.org/ebooks/
1864__0__B.F.  Cresson, Jr__Transactions of the American Society of Civil Engineers, vol. LXVIII, Sept. 1910_distribution_gutenberg.txt	1864	B.F.  Cresson, Jr	Transactions of the American Society of Civil Engineers, vol. LXVIII, Sept. 1910		https://www.gutenberg.org/ebooks/17302
1901__40__G. Maspero__History Of Egypt, Chaldæa, Syria, Babylonia, and Assyria, Volume 2 (of 12)_distribution_gutenberg.txt	1901	G. Maspero	History Of Egypt, Chaldæa, Syria, Babylonia, and Assyria, Volume 2 (of 12)		https://www.gutenberg.org/ebooks/17322
1913__58__M. Leonora Eyles__Captivity_distribution_gutenberg.txt	1913	M. Leonora Eyles	Captivity		https://www.gutenberg.org/ebooks/
1911__7__Arthur M. Winfield__The Mystery at Putnam Hall_distribution_gutenberg.txt	1911	Arthur M. Winfield	The Mystery at Putnam Hall		https://www.gutenberg.org/ebooks/17636
1893__2__Mary J. Holmes__Miss McDonald_distribution_gutenberg.txt	1893	Mary J. Holmes	Miss McDonald		https://www.gutenberg.org/ebooks/16150
1886__4__Friedrich Froebel__Autobiography of Friedrich Froebel_distribution_gutenberg.txt	1886	Friedrich Froebel	Autobiography of Friedrich Froebel		https://www.gutenberg.org/ebooks/16434
1884__5__Karl Stephen Herrman__From Yauco to Las Marias_distribution_gutenberg.txt	1884	Karl Stephen Herrman	From Yauco to Las Marias		https://www.gutenberg.org/ebooks/
1913__2__Bede Jarrett__Mediaeval Socialism_distribution_gutenberg.txt	1913	Bede Jarrett	Mediaeval Socialism		https://www.gutenberg.org/ebooks/
1901__10__George Ludington Weed__A Life of St. John for the Young_distribution_gutenberg.txt	1901	George Ludington Weed	A Life of St. John for the Young		https://www.gutenberg.org/ebooks/17166
1914__9__Brooks Adams__The Theory of Social Revolutions_distribution_gutenberg.txt	1914	Brooks Adams	The Theory of Social Revolutions		https://www.gutenberg.org/ebooks/10613
1909__27__Algernon Blackwood__The Human Chord_distribution_gutenberg.txt	1909	Algernon Blackwood	The Human Chord		https://www.gutenberg.org/ebooks/11988
1894__8__Ludovic Halévy__Parisian Points of View_distribution_gutenberg.txt	1894	Ludovic Halévy	Parisian Points of View		https://www.gutenberg.org/ebooks/15465
1885__22__George MacDonald__The Tragedie of Hamlet, Prince of Denmark_distribution_gutenberg.txt	1885	George MacDonald	The Tragedie of Hamlet, Prince of Denmark		https://www.gutenberg.org/ebooks/10606
1884__57__Bret Harte__Frontier Stories_distribution_gutenberg.txt	1884	Bret Harte	Frontier Stories		https://www.gutenberg.org/ebooks/12419
1875__16__Various__Lippincott's Magazine Of Popular Literature And Science, Old Series, Vol. 36--New Series, Vol. 10, July 1885_distribution_gutenberg.txt	1875	Various	Lippincott ' s Magazine Of Popular Literature And Science, Old Series, Vol. 36--New Series, Vol. 10, July 1885		https://www.gutenberg.org/ebooks/14524
1909__12__Marie Belloc Lowndes__The Uttermost Farthing_distribution_gutenberg.txt	1909	Marie Belloc Lowndes	The Uttermost Farthing		https://www.gutenberg.org/ebooks/18927
