id	year	author	title	link
hoff049bero01_01.nederlab.folia.txt	1905	heinrich hoffmann	het beroemde prentenboek naar struwelpeter	https://www.dbnl.org/titels/titel.php?id=hoff049bero01
list002snee01_01.nederlab.folia.txt	1918	alfred listal	sneeuwklokje	https://www.dbnl.org/titels/titel.php?id=list002snee01
simo001verh01_01.nederlab.folia.txt	1802	arend fokke simonsz	verhandelingen	https://www.dbnl.org/titels/titel.php?id=simo001verh01
leen016kijk01_01.nederlab.folia.txt	1883	fredericus hendrikus van leent	kijkjes om ons heen	https://www.dbnl.org/titels/titel.php?id=leen016kijk01
verw008toen01_01.nederlab.folia.txt	1897	albert verwey	toen de gids werd opgericht	https://www.dbnl.org/titels/titel.php?id=verw008toen01
will191moto01_01.nederlab.folia.txt	1917	c.n. williamson	de motorboot	https://www.dbnl.org/titels/titel.php?id=will191moto01
_bij005191201_01.nederlab.folia.txt	1912	bijdragen en mededeelingen van het historisch genootschap	bijdragen en mededeelingen van het historisch genootschap. deel 33	https://www.dbnl.org/titels/titel.php?id=_bij005191201
kerc007voll05_01.nederlab.folia.txt	1869	pieter frans van kerckhoven	volledige werken. deel 4	https://www.dbnl.org/titels/titel.php?id=kerc007voll05
bloe053liev01_01.nederlab.folia.txt	1854	a.c. bloemendal	het lieve boek	https://www.dbnl.org/titels/titel.php?id=bloe053liev01
toll003zang01_01.nederlab.folia.txt	1835	hendrik tollens	zangen, ter gelegenheid van de algemeene vergadering der maatschappij: tot nut van 't algemeen, op dinsdag, den 11den augustus, 1835.	https://www.dbnl.org/titels/titel.php?id=toll003zang01
crem001roma05_01.nederlab.folia.txt	1878	j.j. cremer	romantische werken. deel 4: boer en edelman, emma berthold en de lelie van 's-gravenhage	https://www.dbnl.org/titels/titel.php?id=crem001roma05
kiev001dozi01_01.nederlab.folia.txt	1919	c.j. kieviet	een dozijn hollandsche jongens	https://www.dbnl.org/titels/titel.php?id=kiev001dozi01
_die004191001_01.nederlab.folia.txt	1910	dietsche warande en belfort	dietsche warande en belfort. jaargang 1910	https://www.dbnl.org/titels/titel.php?id=_die004191001
bosm012dram01_01.nederlab.folia.txt	1652-1855	f.c.l. bosman	drama en toneel in suid-afrika. deel 1. 1652-1855	https://www.dbnl.org/titels/titel.php?id=bosm012dram01
_gul001191601_01.nederlab.folia.txt	1916	gulden winckel, den	den gulden winckel. jaargang 15	https://www.dbnl.org/titels/titel.php?id=_gul001191601
