uri,label
http://vocab.getty.edu/aat/300263543,guadamecil
http://vocab.getty.edu/aat/300263091,Turkey leather
http://vocab.getty.edu/aat/300263091,"leather, Turkey"
http://vocab.getty.edu/aat/300263091,"morocco, Turkey"
http://vocab.getty.edu/aat/300263091,turkey (leather)
http://vocab.getty.edu/aat/300263091,Turkey morocco
http://vocab.getty.edu/aat/300263091,turkey-morocco
http://vocab.getty.edu/aat/300263091,土耳其山羊革
http://vocab.getty.edu/aat/300263091,土耳其皮革
http://vocab.getty.edu/aat/300263091,tǔ ěr qǐ shān yáng gé
http://vocab.getty.edu/aat/300263091,tǔ ěr qǐ shān yáng gé
http://vocab.getty.edu/aat/300263091,tu er qi shan yang ge
http://vocab.getty.edu/aat/300263091,Turks leer
http://vocab.getty.edu/aat/300263091,cuero de Turquía
http://vocab.getty.edu/aat/300263091,piel de cabra (cuero de Turquía)
http://vocab.getty.edu/aat/300257024,galuchat
http://vocab.getty.edu/aat/300257024,galuchat
http://vocab.getty.edu/aat/300257024,galuchat
http://vocab.getty.edu/aat/300257024,galuchat leather
http://vocab.getty.edu/aat/300257024,"leather, galuchat"
http://vocab.getty.edu/aat/300257024,粗面皮革
http://vocab.getty.edu/aat/300257024,珠皮
http://vocab.getty.edu/aat/300257024,cū miàn pí gé
http://vocab.getty.edu/aat/300257024,cu mian pi ge
http://vocab.getty.edu/aat/300257024,ts'u mien p'i ko
http://vocab.getty.edu/aat/300257024,piel de raya
http://vocab.getty.edu/aat/300257024,zapa
http://vocab.getty.edu/aat/300263007,basil
http://vocab.getty.edu/aat/300263007,basils
http://vocab.getty.edu/aat/300263007,櫟鞣羊皮革
http://vocab.getty.edu/aat/300263007,上等熟羊皮
http://vocab.getty.edu/aat/300263007,lì róu yáng pí gé
http://vocab.getty.edu/aat/300263007,li rou yang pi ge
http://vocab.getty.edu/aat/300263007,li jou yang p'i ko
http://vocab.getty.edu/aat/300263007,bazaan
http://vocab.getty.edu/aat/300263007,badana
http://vocab.getty.edu/aat/300263007,badana de color rocillo
http://vocab.getty.edu/aat/300263571,law sheep
http://vocab.getty.edu/aat/300263571,law sheep
http://vocab.getty.edu/aat/300263571,"sheep, law"
http://vocab.getty.edu/aat/300263571,綿羊皮革
http://vocab.getty.edu/aat/300263571,上等法律書裝訂綿羊革
http://vocab.getty.edu/aat/300263571,mián yáng pí gé
http://vocab.getty.edu/aat/300263571,mian yang pi ge
http://vocab.getty.edu/aat/300263571,mien yang p'i ko
http://vocab.getty.edu/aat/300263571,corderina tipo ley
http://vocab.getty.edu/aat/300263571,corderina (tipo ley)
http://vocab.getty.edu/aat/300263549,ooze sheep
http://vocab.getty.edu/aat/300263549,"sheep, ooze"
http://vocab.getty.edu/aat/300263549,植鞣絨面綿羊革
http://vocab.getty.edu/aat/300263549,zhí róu róng miàn mián yáng gé
http://vocab.getty.edu/aat/300263549,zhi rou rong mian mian yang ge
http://vocab.getty.edu/aat/300263549,chih jou jung mien mien yang ko
http://vocab.getty.edu/aat/300263549,schaapsnappa
http://vocab.getty.edu/aat/300263549,cordero exudado
http://vocab.getty.edu/aat/300263549,corderina (cordero exudado)
http://vocab.getty.edu/aat/300255993,roan
http://vocab.getty.edu/aat/300255993,roans
http://vocab.getty.edu/aat/300255993,柔綿羊封面皮
http://vocab.getty.edu/aat/300255993,軟綿羊皮革
http://vocab.getty.edu/aat/300255993,róu mián yáng fēng miàn pí
http://vocab.getty.edu/aat/300255993,rou mian yang feng mian pi
http://vocab.getty.edu/aat/300255993,jou mien yang feng mien p'i
http://vocab.getty.edu/aat/300255993,bezaanleer
http://vocab.getty.edu/aat/300255993,ruano
http://vocab.getty.edu/aat/300255993,ruanos
http://vocab.getty.edu/aat/300261825,cordovan
http://vocab.getty.edu/aat/300261825,Cordova leather
http://vocab.getty.edu/aat/300261825,Cordovan
http://vocab.getty.edu/aat/300261825,Cordovan leather
http://vocab.getty.edu/aat/300261825,cordwain
http://vocab.getty.edu/aat/300261825,"leather, Cordova"
http://vocab.getty.edu/aat/300261825,"leather, Cordovan"
http://vocab.getty.edu/aat/300261825,"leather, Spanish"
http://vocab.getty.edu/aat/300261825,Spanish leather
http://vocab.getty.edu/aat/300261825,哥多華革
http://vocab.getty.edu/aat/300261825,哥多華皮革
http://vocab.getty.edu/aat/300261825,哥德華皮
http://vocab.getty.edu/aat/300261825,哥德華皮革
http://vocab.getty.edu/aat/300261825,gē duō huá gé
http://vocab.getty.edu/aat/300261825,ge duo hua ge
http://vocab.getty.edu/aat/300261825,ko to hua ko
http://vocab.getty.edu/aat/300261825,corduaan
http://vocab.getty.edu/aat/300261825,cordobán
http://vocab.getty.edu/aat/300263547,ooze leather
http://vocab.getty.edu/aat/300263547,oose leathers
http://vocab.getty.edu/aat/300263547,"leather, ooze"
http://vocab.getty.edu/aat/300263547,"leather, oozed"
http://vocab.getty.edu/aat/300263547,"leathers, ooze"
http://vocab.getty.edu/aat/300263547,"leathers, oozed"
http://vocab.getty.edu/aat/300263547,ooze
http://vocab.getty.edu/aat/300263547,oozed leather
http://vocab.getty.edu/aat/300263547,oozed leathers
http://vocab.getty.edu/aat/300263547,仿麂皮布
http://vocab.getty.edu/aat/300263547,植鞣絨面革
http://vocab.getty.edu/aat/300263547,植鞣軟牛皮
http://vocab.getty.edu/aat/300263547,fǎng jǐ pí bù
http://vocab.getty.edu/aat/300263547,fang ji pi bu
http://vocab.getty.edu/aat/300263547,fang chi p'i pu
http://vocab.getty.edu/aat/300263547,rundsnappa 
http://vocab.getty.edu/aat/300263547,cuero cato
http://vocab.getty.edu/aat/300263547,cueros cato
http://vocab.getty.edu/aat/300227887,Russia leather
http://vocab.getty.edu/aat/300227887,"leather, Russia"
http://vocab.getty.edu/aat/300227887,russia leather
http://vocab.getty.edu/aat/300227887,俄羅斯軟革
http://vocab.getty.edu/aat/300227887,俄羅斯革
http://vocab.getty.edu/aat/300227887,é luó sī ruǎn gé
http://vocab.getty.edu/aat/300227887,e luo si ruan ge
http://vocab.getty.edu/aat/300227887,e lo ssu juan ko
http://vocab.getty.edu/aat/300227887,juchtleer
http://vocab.getty.edu/aat/300227887,cuir de Russie
http://vocab.getty.edu/aat/300227887,cuero de Rusia
http://vocab.getty.edu/aat/300263092,skiver (leather)
http://vocab.getty.edu/aat/300263092,skivers (leather)
http://vocab.getty.edu/aat/300263092,skivers
http://vocab.getty.edu/aat/300263092,"leather, skiver"
http://vocab.getty.edu/aat/300263092,"leathers, skiver (leather)"
http://vocab.getty.edu/aat/300263092,skiver leather (leather)
http://vocab.getty.edu/aat/300263092,skiver leathers (leather)
http://vocab.getty.edu/aat/300263092,skyver
http://vocab.getty.edu/aat/300263092,skyvers
http://vocab.getty.edu/aat/300263092,羊皮薄片
http://vocab.getty.edu/aat/300263092,yáng pí bó piàn
http://vocab.getty.edu/aat/300263092,yang pi bo pian
http://vocab.getty.edu/aat/300263092,yang p'i po p'ien
http://vocab.getty.edu/aat/300263092,cara exterior de piel exfoliada
http://vocab.getty.edu/aat/300263092,caras exteriores de piel exfoliada
http://vocab.getty.edu/aat/300263092,flor de piel lanar
http://vocab.getty.edu/aat/300011850,snakeskin
http://vocab.getty.edu/aat/300011850,"leather, snakeskin"
http://vocab.getty.edu/aat/300011850,snake (leather)
http://vocab.getty.edu/aat/300011850,snake skin
http://vocab.getty.edu/aat/300011850,snakeskin leather
http://vocab.getty.edu/aat/300011850,snake-skin
http://vocab.getty.edu/aat/300011850,蛇皮
http://vocab.getty.edu/aat/300011850,蛇皮革
http://vocab.getty.edu/aat/300011850,shé pí
http://vocab.getty.edu/aat/300011850,she pi
http://vocab.getty.edu/aat/300011850,she p'i
http://vocab.getty.edu/aat/300011850,slangenleer
http://vocab.getty.edu/aat/300011850,piel de serpiente
http://vocab.getty.edu/aat/300263582,transparent vellum
http://vocab.getty.edu/aat/300263582,transparent vellums
http://vocab.getty.edu/aat/300263582,"parchments, transparent"
http://vocab.getty.edu/aat/300263582,"parchment, transparent"
http://vocab.getty.edu/aat/300263582,transparent parchment
http://vocab.getty.edu/aat/300263582,transparent parchments
http://vocab.getty.edu/aat/300263582,vellucent
http://vocab.getty.edu/aat/300263582,vellucents
http://vocab.getty.edu/aat/300263582,"vellums, transparent"
http://vocab.getty.edu/aat/300263582,"vellum, transparent"
http://vocab.getty.edu/aat/300263582,透明犢皮紙
http://vocab.getty.edu/aat/300263582,tòu míng dú pí zhǐ
http://vocab.getty.edu/aat/300263582,tou ming du pi zhi
http://vocab.getty.edu/aat/300263582,t'ou ming tu p'i chih
http://vocab.getty.edu/aat/300263582,transparant velijn
http://vocab.getty.edu/aat/300263582,vitela transparente
http://vocab.getty.edu/aat/300263582,vitela (transparente)
http://vocab.getty.edu/aat/300012201,Australian blackwood (wood)
http://vocab.getty.edu/aat/300012201,blackwood acacia (wood)
http://vocab.getty.edu/aat/300012201,Tasmanian blackwood (wood)
http://vocab.getty.edu/aat/300012201,Australian locust (wood)
http://vocab.getty.edu/aat/300012201,"blackwood, Australian (wood)"
http://vocab.getty.edu/aat/300012201,black wattle (wood)
http://vocab.getty.edu/aat/300012201,sally wattle (wood)
http://vocab.getty.edu/aat/300012201,mudgerabah (wood)
http://vocab.getty.edu/aat/300012201,澳洲洋槐 (木材)
http://vocab.getty.edu/aat/300012201,ào zhōu yáng huái
http://vocab.getty.edu/aat/300012201,ao zhou yang huai
http://vocab.getty.edu/aat/300012201,ao chou yang huai
http://vocab.getty.edu/aat/300012201,Australisch acaciahout
http://vocab.getty.edu/aat/300012201,acacia de madera negra (madera)
http://vocab.getty.edu/aat/300012201,acacia australiana (madera)
http://vocab.getty.edu/aat/300133251,koa (wood)
http://vocab.getty.edu/aat/300133251,koa (wood)
http://vocab.getty.edu/aat/300133251,koa-ka (wood)
http://vocab.getty.edu/aat/300133251,koaia (wood)
http://vocab.getty.edu/aat/300133251,蔻亞木 (木材)
http://vocab.getty.edu/aat/300133251,蔻亞相思樹
http://vocab.getty.edu/aat/300133251,寇阿相思木
http://vocab.getty.edu/aat/300133251,kòu yǎ mù
http://vocab.getty.edu/aat/300133251,kou ya mu
http://vocab.getty.edu/aat/300133251,k'ou ya mu
http://vocab.getty.edu/aat/300133251,koahout
http://vocab.getty.edu/aat/300133251,acacia koaia (madera)
http://vocab.getty.edu/aat/300011922,American green alder (wood)
http://vocab.getty.edu/aat/300011922,"alder, American green (wood)"
http://vocab.getty.edu/aat/300011922,皺葉赤楊 (木材)
http://vocab.getty.edu/aat/300011922,zhòu yè chì yáng
http://vocab.getty.edu/aat/300011922,zhou ye chi yang
http://vocab.getty.edu/aat/300011922,chou yeh ch'ih yang
http://vocab.getty.edu/aat/300011922,Amerikaans groene elzenhout
http://vocab.getty.edu/aat/300011922,aliso verde americano (madera)
http://vocab.getty.edu/aat/300011924,common alder (wood)
http://vocab.getty.edu/aat/300011924,"alder, common (wood)"
http://vocab.getty.edu/aat/300011924,black alder (wood)
http://vocab.getty.edu/aat/300011924,膠榿木
http://vocab.getty.edu/aat/300011924,歐洲赤楊
http://vocab.getty.edu/aat/300011924,jiāo qī mù
http://vocab.getty.edu/aat/300011924,jiao qi mu
http://vocab.getty.edu/aat/300011924,chiao ch'i mu
http://vocab.getty.edu/aat/300011924,zwart elzenhout
http://vocab.getty.edu/aat/300011924,aliso común (madera)
http://vocab.getty.edu/aat/300011924,aliso negro (madera)
http://vocab.getty.edu/aat/300011927,European green alder (wood)
http://vocab.getty.edu/aat/300011927,"alder, European green (wood)"
http://vocab.getty.edu/aat/300011927,綠榿木 (木材)
http://vocab.getty.edu/aat/300011927,lǜ qī mù
http://vocab.getty.edu/aat/300011927,lü qi mu
http://vocab.getty.edu/aat/300011927,lü ch'i mu
http://vocab.getty.edu/aat/300011927,groene elzenhout
http://vocab.getty.edu/aat/300011927,aliso verde europeo (madera)
http://vocab.getty.edu/aat/300011929,red alder (wood)
http://vocab.getty.edu/aat/300011929,"alder, red (wood)"
http://vocab.getty.edu/aat/300011929,rood elzenhout
http://vocab.getty.edu/aat/300011929,aulne rouge (bois)
http://vocab.getty.edu/aat/300011929,aulne de l'Orégon (bois)
http://vocab.getty.edu/aat/300011929,aliso rojo (madera)
http://vocab.getty.edu/aat/300011932,seaside alder (wood)
http://vocab.getty.edu/aat/300011932,"alder, seaside (wood)"
http://vocab.getty.edu/aat/300011932,Formosan alder (wood)
http://vocab.getty.edu/aat/300011932,alnus maritima (hout)
http://vocab.getty.edu/aat/300011932,aliso costero (madera)
http://vocab.getty.edu/aat/300012347,prairie crabapple (wood)
http://vocab.getty.edu/aat/300012347,"crabapple, prairie (wood)"
http://vocab.getty.edu/aat/300012347,prairie crab-apple (wood)
http://vocab.getty.edu/aat/300012347,草原野蘋果 (木材)
http://vocab.getty.edu/aat/300012347,cǎo yuán yě píng guǒ
http://vocab.getty.edu/aat/300012347,cao yuan ye ping guo
http://vocab.getty.edu/aat/300012347,ts'ao yüan yeh p'ing kuo
http://vocab.getty.edu/aat/300012347,Bechtel's crab (wood)
http://vocab.getty.edu/aat/300012347,"manzano silvestre (madera, prairie crabapple)"
http://vocab.getty.edu/aat/300011937,European ash (wood)
http://vocab.getty.edu/aat/300011937,"ash, European (wood)"
http://vocab.getty.edu/aat/300011937,common ash (wood)
http://vocab.getty.edu/aat/300011937,almindelig ask (wood)
http://vocab.getty.edu/aat/300011937,Europees essenhout
http://vocab.getty.edu/aat/300011937,gemeine Esche (Holz)
http://vocab.getty.edu/aat/300011937,freixo europeu (madeira)
http://vocab.getty.edu/aat/300011937,fresno europeo (madera)
http://vocab.getty.edu/aat/300380386,Himalayan ash (wood)
http://vocab.getty.edu/aat/300380386,"ash, Himalayan (wood)"
http://vocab.getty.edu/aat/300380386,Himalaya-es
http://vocab.getty.edu/aat/300011940,white ash (wood)
http://vocab.getty.edu/aat/300011940,white ash
http://vocab.getty.edu/aat/300011940,American ash (wood)
http://vocab.getty.edu/aat/300011940,American white ash (wood)
http://vocab.getty.edu/aat/300011940,"ash, white (wood)"
http://vocab.getty.edu/aat/300011940,Canadian ash (wood)
http://vocab.getty.edu/aat/300011940,Weiss-Esche (wood)
http://vocab.getty.edu/aat/300011940,Weiss-Esche (Holz)
http://vocab.getty.edu/aat/300011940,美國白蠟樹 (木材)
http://vocab.getty.edu/aat/300011940,měi guó bái là shù
http://vocab.getty.edu/aat/300011940,mei guo bai la shu
http://vocab.getty.edu/aat/300011940,mei kuo pai la shu
http://vocab.getty.edu/aat/300011940,frêne blanc (bois)
http://vocab.getty.edu/aat/300011940,frêne d'Amérique (bois)
http://vocab.getty.edu/aat/300011940,fresno blanco (madera)
http://vocab.getty.edu/aat/300011950,American beech (wood)
http://vocab.getty.edu/aat/300011950,"beech, American (wood)"
http://vocab.getty.edu/aat/300011950,Amerikaans beukenhout
http://vocab.getty.edu/aat/300011950,hêtre à grandes feuilles (bois)
http://vocab.getty.edu/aat/300011950,haya americana (madera)
http://vocab.getty.edu/aat/300011952,Chinese beech (wood)
http://vocab.getty.edu/aat/300011952,"beech, Chinese (wood)"
http://vocab.getty.edu/aat/300011952,中國山毛櫸 (木材)
http://vocab.getty.edu/aat/300011952,中國水青岡
http://vocab.getty.edu/aat/300011952,zhōng guó shān máo jǔ
http://vocab.getty.edu/aat/300011952,zhong guo shan mao ju
http://vocab.getty.edu/aat/300011952,chung kuo shan mao chü
http://vocab.getty.edu/aat/300011952,Chinees beukenhout
http://vocab.getty.edu/aat/300011952,haya china (madera)
http://vocab.getty.edu/aat/300011954,European beech (wood)
http://vocab.getty.edu/aat/300011954,"beech, European (wood)"
http://vocab.getty.edu/aat/300011954,common beech (wood)
http://vocab.getty.edu/aat/300011954,歐洲山毛櫸 (木材)
http://vocab.getty.edu/aat/300011954,ōu zhōu shān máo jǔ
http://vocab.getty.edu/aat/300011954,ou zhou shan mao ju
http://vocab.getty.edu/aat/300011954,ou chou shan mao chü
http://vocab.getty.edu/aat/300011954,almindelig bøg (wood)
http://vocab.getty.edu/aat/300011954,Europees beukenhout
http://vocab.getty.edu/aat/300011954,Rotbuche (Holz)
http://vocab.getty.edu/aat/300011954,haya europea (madera)
http://vocab.getty.edu/aat/300343894,gmelina (G. arborea wood)
http://vocab.getty.edu/aat/300343894,gmelina (hout van G. arborea)
http://vocab.getty.edu/aat/300343894,gumhar (wood)
http://vocab.getty.edu/aat/300343894,goomar (wood)
http://vocab.getty.edu/aat/300343894,Malay beechwood (wood)
http://vocab.getty.edu/aat/300343894,shi zi
http://vocab.getty.edu/aat/300343894,石梓 (木材)
http://vocab.getty.edu/aat/300343894,shih tzu
http://vocab.getty.edu/aat/300343894,shí zǐ
http://vocab.getty.edu/aat/300343894,yemane (bois)
http://vocab.getty.edu/aat/300343894,oumari (madeira)
http://vocab.getty.edu/aat/300011957,Japanese blue beech (wood)
http://vocab.getty.edu/aat/300011957,"Japanese beech (blue beech, wood)"
http://vocab.getty.edu/aat/300011957,"beech, Japanese blue (wood)"
http://vocab.getty.edu/aat/300011957,Japans beukenhout
http://vocab.getty.edu/aat/300011957,"haya japónica (madera, blue beech)"
http://vocab.getty.edu/aat/300011959,New Zealand beech (wood)
http://vocab.getty.edu/aat/300011959,"beech, New Zealand (wood)"
http://vocab.getty.edu/aat/300011959,black beech (wood)
http://vocab.getty.edu/aat/300011959,tawhai (wood)
http://vocab.getty.edu/aat/300011959,紐西蘭山毛櫸 (木材)
http://vocab.getty.edu/aat/300011959,紐西蘭南青岡
http://vocab.getty.edu/aat/300011959,niǔ xī lán shān máo jǔ
http://vocab.getty.edu/aat/300011959,niu xi lan shan mao ju
http://vocab.getty.edu/aat/300011959,niu hsi lan shan mao chü
http://vocab.getty.edu/aat/300011959,Nieuwzeelands vals beukenhout
http://vocab.getty.edu/aat/300011959,haya de Nueva Zelanda (madera)
http://vocab.getty.edu/aat/300011962,Oriental beech (wood)
http://vocab.getty.edu/aat/300011962,"beech, Oriental (wood)"
http://vocab.getty.edu/aat/300011962,東方山毛櫸 (木材)
http://vocab.getty.edu/aat/300011962,dōng fāng shān máo jǔ
http://vocab.getty.edu/aat/300011962,dong fang shan mao ju
http://vocab.getty.edu/aat/300011962,tung fang shan mao chü
http://vocab.getty.edu/aat/300011962,fagus orientaks (hout)
http://vocab.getty.edu/aat/300011962,haya oriental (madera)
http://vocab.getty.edu/aat/300011964,red beech (wood)
http://vocab.getty.edu/aat/300011964,"beech, red (wood)"
http://vocab.getty.edu/aat/300011964,rood beukenhout
http://vocab.getty.edu/aat/300011964,hêtre rouge (bois)
http://vocab.getty.edu/aat/300011964,haya roja (madera)
http://vocab.getty.edu/aat/300011966,Siebold's beech (wood)
http://vocab.getty.edu/aat/300011966,"beech, Siebold's (wood)"
http://vocab.getty.edu/aat/300011966,"Japanese beech (Siebold's, wood)"
http://vocab.getty.edu/aat/300011966,buna (wood)
http://vocab.getty.edu/aat/300011966,西博爾德氏山毛櫸 (木材)
http://vocab.getty.edu/aat/300011966,xī bó ěr dé shì shān máo jǔ
http://vocab.getty.edu/aat/300011966,xi bo er de shi shan mao ju
http://vocab.getty.edu/aat/300011966,hsi po erh te shih shan mao chü
http://vocab.getty.edu/aat/300011966,fagus sieboldii (beukenhout)
http://vocab.getty.edu/aat/300011966,siebolds beuk
http://vocab.getty.edu/aat/300011966,haya de Siebold (madera)
http://vocab.getty.edu/aat/300011968,white beech (wood)
http://vocab.getty.edu/aat/300011968,"beech, white (wood)"
http://vocab.getty.edu/aat/300011968,binburra (wood)
http://vocab.getty.edu/aat/300011968,cullonen (wood)
http://vocab.getty.edu/aat/300011968,gray teak (wood)
http://vocab.getty.edu/aat/300011968,arakoko (wood)
http://vocab.getty.edu/aat/300011968,koko (beech wood)
http://vocab.getty.edu/aat/300011968,buti (wood)
http://vocab.getty.edu/aat/300011968,kangali (wood)
http://vocab.getty.edu/aat/300011968,oarawaraha (wood)
http://vocab.getty.edu/aat/300011968,grijze teakhout
http://vocab.getty.edu/aat/300011968,haya blanca (madera)
http://vocab.getty.edu/aat/300011977,dwarf birch (wood)
http://vocab.getty.edu/aat/300011977,"birch, dwarf (wood)"
http://vocab.getty.edu/aat/300011977,dwarf arctic birch (wood)
http://vocab.getty.edu/aat/300011977,alpine birch (wood)
http://vocab.getty.edu/aat/300011977,bog birch (wood)
http://vocab.getty.edu/aat/300011977,shrub birch (wood)
http://vocab.getty.edu/aat/300011977,dwergberkhout
http://vocab.getty.edu/aat/300011977,bouleau nain
http://vocab.getty.edu/aat/300011977,abedul enano (madera)
http://vocab.getty.edu/aat/300265642,European birch (wood)
http://vocab.getty.edu/aat/300265642,downy birch (wood)
http://vocab.getty.edu/aat/300265642,Russian maple (wood)
http://vocab.getty.edu/aat/300265642,"birch, European (wood)"
http://vocab.getty.edu/aat/300265642,Europees berkenhout
http://vocab.getty.edu/aat/300265642,abedul europeo (madera)
http://vocab.getty.edu/aat/300011981,gray birch (wood)
http://vocab.getty.edu/aat/300011981,"birch, gray (wood)"
http://vocab.getty.edu/aat/300011981,oldfield birch (wood)
http://vocab.getty.edu/aat/300011981,old field birch (wood)
http://vocab.getty.edu/aat/300011981,hui hua
http://vocab.getty.edu/aat/300011981,hui hua
http://vocab.getty.edu/aat/300011981,poplar-leaved birch (wood)
http://vocab.getty.edu/aat/300011981,wire birch (wood)
http://vocab.getty.edu/aat/300011981,fire birch
http://vocab.getty.edu/aat/300011981,grey birch (wood)
http://vocab.getty.edu/aat/300011981,灰樺 (木材)
http://vocab.getty.edu/aat/300011981,huī huà
http://vocab.getty.edu/aat/300011981,grijze berkhout
http://vocab.getty.edu/aat/300011981,bouleau gris (bois)
http://vocab.getty.edu/aat/300011981,Grau-Birke
http://vocab.getty.edu/aat/300011981,abedul gris (madera)
http://vocab.getty.edu/aat/300011983,Himalayan birch (wood)
http://vocab.getty.edu/aat/300011983,"birch, Himalayan (wood)"
http://vocab.getty.edu/aat/300011983,喜馬拉雅樺木 (木材)
http://vocab.getty.edu/aat/300011983,xǐ ma lā yǎ huà mù
http://vocab.getty.edu/aat/300011983,xi ma la ya hua mu
http://vocab.getty.edu/aat/300011983,hsi ma la ya hua mu
http://vocab.getty.edu/aat/300011983,betula utilis (hout)
http://vocab.getty.edu/aat/300011983,abedul del Himalaya (madera)
http://vocab.getty.edu/aat/300011985,paper birch (wood)
http://vocab.getty.edu/aat/300011985,"birch, paper (wood)"
http://vocab.getty.edu/aat/300011985,canoe birch (wood)
http://vocab.getty.edu/aat/300011985,American birch (wood)
http://vocab.getty.edu/aat/300011985,紙皮樺 (木材)
http://vocab.getty.edu/aat/300011985,zhǐ pí huà
http://vocab.getty.edu/aat/300011985,zhi pi hua
http://vocab.getty.edu/aat/300011985,papierberk
http://vocab.getty.edu/aat/300011985,chih p'i hua
http://vocab.getty.edu/aat/300011985,bouleau à papier (bois)
http://vocab.getty.edu/aat/300011985,abedul del papel (madera)
http://vocab.getty.edu/aat/300011988,river birch (wood)
http://vocab.getty.edu/aat/300011988,black birch (wood)
http://vocab.getty.edu/aat/300011988,"birch, river (wood)"
http://vocab.getty.edu/aat/300011988,河樺 (木材)
http://vocab.getty.edu/aat/300011988,hé huà
http://vocab.getty.edu/aat/300011988,he hua
http://vocab.getty.edu/aat/300011988,ho hua
http://vocab.getty.edu/aat/300011988,zwart berkenhout
http://vocab.getty.edu/aat/300011988,betula nigra (madera)
http://vocab.getty.edu/aat/300011991,silver birch (wood)
http://vocab.getty.edu/aat/300011991,"birch, silver (wood)"
http://vocab.getty.edu/aat/300011991,common birch (wood)
http://vocab.getty.edu/aat/300011991,"white birch (silver birch, wood)"
http://vocab.getty.edu/aat/300011991,ruw berkenhout
http://vocab.getty.edu/aat/300011991,bouleau blanc (bois)
http://vocab.getty.edu/aat/300011991,abedul plateado (madera)
http://vocab.getty.edu/aat/300011995,sweet birch (wood)
http://vocab.getty.edu/aat/300011995,"black birch (sweet birch, wood)"
http://vocab.getty.edu/aat/300011995,cherry birch (wood)
http://vocab.getty.edu/aat/300011995,"birch, sweet (wood)"
http://vocab.getty.edu/aat/300011995,mahogany birch (wood)
http://vocab.getty.edu/aat/300011995,"red birch (sweet birch, wood)"
http://vocab.getty.edu/aat/300011995,suikerberkenhout
http://vocab.getty.edu/aat/300011995,abedul dulzón (madera)
http://vocab.getty.edu/aat/300012000,yellow birch (wood)
http://vocab.getty.edu/aat/300012000,"birch, yellow (wood)"
http://vocab.getty.edu/aat/300012000,hard birch (wood)
http://vocab.getty.edu/aat/300012000,betula wood (yellow birch wood)
http://vocab.getty.edu/aat/300012000,Quebec birch (wood)
http://vocab.getty.edu/aat/300012000,gele berk (hout)
http://vocab.getty.edu/aat/300012000,abedul amarillo (madera)
http://vocab.getty.edu/aat/300343917,common boxwood (wood)
http://vocab.getty.edu/aat/300343917,"boxwood, common (wood)"
http://vocab.getty.edu/aat/300343917,黃楊木 (木材)
http://vocab.getty.edu/aat/300343917,European box (wood)
http://vocab.getty.edu/aat/300343917,European boxwood (wood)
http://vocab.getty.edu/aat/300343917,huáng yáng mù
http://vocab.getty.edu/aat/300343917,huang yang mu
http://vocab.getty.edu/aat/300343917,huang yang mu
http://vocab.getty.edu/aat/300343917,common box (wood)
http://vocab.getty.edu/aat/300343917,Turkish boxwood (wood)
http://vocab.getty.edu/aat/300343917,Abasian boxwood (wood)
http://vocab.getty.edu/aat/300343917,Asiatic boxwood (wood)
http://vocab.getty.edu/aat/300343917,Abassian boxwood (wood)
http://vocab.getty.edu/aat/300343917,Indian boxwood (wood)
http://vocab.getty.edu/aat/300343917,palmhout (hout)
http://vocab.getty.edu/aat/300012010,Maracaibo boxwood (wood)
http://vocab.getty.edu/aat/300012010,"boxwood, Maracaibo (wood)"
http://vocab.getty.edu/aat/300012010,zapatero (wood)
http://vocab.getty.edu/aat/300012010,馬拉開波黃楊木 (木材)
http://vocab.getty.edu/aat/300012010,ma lā kǎi pó huáng yáng mù
http://vocab.getty.edu/aat/300012010,ma la kai po huang yang mu
http://vocab.getty.edu/aat/300012010,ma la k'ai p'o huang yang mu
http://vocab.getty.edu/aat/300012010,zapaterohout
http://vocab.getty.edu/aat/300012010,boj de Maracaibo (madera)
http://vocab.getty.edu/aat/300012010,boj antillano (madera)
http://vocab.getty.edu/aat/300012010,caseria (madera)
http://vocab.getty.edu/aat/300343916,West Indian boxwood (wood)
http://vocab.getty.edu/aat/300343916,West Indian boxwood (hout)
http://vocab.getty.edu/aat/300343916,"boxwood, West Indian (wood)"
http://vocab.getty.edu/aat/300343916,西印度群島黃楊木 (木材)
http://vocab.getty.edu/aat/300343916,馬拉開波黃楊木
http://vocab.getty.edu/aat/300343916,xī yìn dù qún dǎo huáng yáng mù
http://vocab.getty.edu/aat/300343916,xi yin du qun dao huang yang mu
http://vocab.getty.edu/aat/300343916,hsi yin tu ch'ün tao huang yang mu
http://vocab.getty.edu/aat/300012016,sappanwood (wood)
http://vocab.getty.edu/aat/300012016,sappan wood (wood)
http://vocab.getty.edu/aat/300012016,蘇木 (木材)
http://vocab.getty.edu/aat/300012016,sū mù
http://vocab.getty.edu/aat/300012016,su mu
http://vocab.getty.edu/aat/300012016,su mu
http://vocab.getty.edu/aat/300012016,sappanhout
http://vocab.getty.edu/aat/300012016,sibucao (madera)
http://vocab.getty.edu/aat/300343900,Indian bean tree (wood)
http://vocab.getty.edu/aat/300343900,bean tree (wood)
http://vocab.getty.edu/aat/300343900,southern catalpa (wood)
http://vocab.getty.edu/aat/300343900,美國梓樹 (木材)
http://vocab.getty.edu/aat/300343900,美國梓
http://vocab.getty.edu/aat/300343900,měi guó zǐ shù
http://vocab.getty.edu/aat/300343900,mei guo zi shu
http://vocab.getty.edu/aat/300343900,mei kuo tzu shu
http://vocab.getty.edu/aat/300343900,groene trompetboom (hout)
